sample,trait,value,label
plant0,in_bounds,1,none
plant0,area,2150.0,pixels
plant0,convex_hull_area,2384.0,pixels
plant0,solidity,0.9018456375838926,none
plant0,perimeter,331.7150057554245,pixels
plant0,width,67,pixels
plant0,height,46,pixels
plant0,longest_path,468,pixels
plant0,center_of_mass,154.84744186046512,x
plant0,center_of_mass,119.34186046511628,y
plant0,convex_hull_vertices,20,none
plant0,object_in_frame,1,none
plant0,ellipse_center,155.03273010253906,x
plant0,ellipse_center,119.47173309326172,y
plant0,ellipse_major_axis,63.72294998168945,pixels
plant0,ellipse_minor_axis,44.64850616455078,pixels
plant0,ellipse_angle,92.10354614257812,degrees
plant0,ellipse_eccentricity,0.7134893967118568,none
plant1,in_bounds,1,none
plant1,area,1160.0,pixels
plant1,convex_hull_area,1280.5,pixels
plant1,solidity,0.9058961343225302,none
plant1,perimeter,158.5096664428711,pixels
plant1,width,45,pixels
plant1,height,39,pixels
plant1,longest_path,327,pixels
plant1,center_of_mass,323.7655172413793,x
plant1,center_of_mass,121.10172413793103,y
plant1,convex_hull_vertices,19,none
plant1,object_in_frame,1,none
plant1,ellipse_center,323.6536865234375,x
plant1,ellipse_center,121.012451171875,y
plant1,ellipse_major_axis,43.73682403564453,pixels
plant1,ellipse_minor_axis,34.98823928833008,pixels
plant1,ellipse_angle,121.93968963623047,degrees
plant1,ellipse_eccentricity,0.6000371885290595,none
plant2,in_bounds,1,none
plant2,area,1391.0,pixels
plant2,convex_hull_area,1503.5,pixels
plant2,solidity,0.9251745926172265,none
plant2,perimeter,171.1959581375122,pixels
plant2,width,56,pixels
plant2,height,42,pixels
plant2,longest_path,387,pixels
plant2,center_of_mass,473.63263838964775,x
plant2,center_of_mass,126.8785046728972,y
plant2,convex_hull_vertices,21,none
plant2,object_in_frame,1,none
plant2,ellipse_center,473.69091796875,x
plant2,ellipse_center,126.727783203125,y
plant2,ellipse_major_axis,53.31167984008789,pixels
plant2,ellipse_minor_axis,35.373985290527344,pixels
plant2,ellipse_angle,105.83162689208984,degrees
plant2,ellipse_eccentricity,0.7481482401419551,none
plant3,in_bounds,1,none
plant3,area,1125.0,pixels
plant3,convex_hull_area,1220.5,pixels
plant3,solidity,0.9217533797623925,none
plant3,perimeter,157.1959581375122,pixels
plant3,width,40,pixels
plant3,height,44,pixels
plant3,longest_path,324,pixels
plant3,center_of_mass,634.1902222222222,x
plant3,center_of_mass,130.9351111111111,y
plant3,convex_hull_vertices,19,none
plant3,object_in_frame,1,none
plant3,ellipse_center,634.22802734375,x
plant3,ellipse_center,130.62506103515625,y
plant3,ellipse_major_axis,44.93073272705078,pixels
plant3,ellipse_minor_axis,31.998340606689453,pixels
plant3,ellipse_angle,146.0972900390625,degrees
plant3,ellipse_eccentricity,0.7020065779695802,none
plant4,in_bounds,1,none
plant4,area,1314.0,pixels
plant4,convex_hull_area,1394.0,pixels
plant4,solidity,0.9426111908177905,none
plant4,perimeter,167.92387998104095,pixels
plant4,width,47,pixels
plant4,height,38,pixels
plant4,longest_path,313,pixels
plant4,center_of_mass,788.7321156773212,x
plant4,center_of_mass,135.14840182648402,y
plant4,convex_hull_vertices,22,none
plant4,object_in_frame,1,none
plant4,ellipse_center,788.4939575195312,x
plant4,ellipse_center,135.3737030029297,y
plant4,ellipse_major_axis,47.185916900634766,pixels
plant4,ellipse_minor_axis,36.321083068847656,pixels
plant4,ellipse_angle,92.35562896728516,degrees
plant4,ellipse_eccentricity,0.6383525338700031,none
plant5,in_bounds,1,none
plant5,area,1314.0,pixels
plant5,convex_hull_area,1507.0,pixels
plant5,solidity,0.8719309887193099,none
plant5,perimeter,174.85281229019165,pixels
plant5,width,49,pixels
plant5,height,44,pixels
plant5,longest_path,308,pixels
plant5,center_of_mass,936.3911719939117,x
plant5,center_of_mass,137.67884322678844,y
plant5,convex_hull_vertices,20,none
plant5,object_in_frame,1,none
plant5,ellipse_center,935.75146484375,x
plant5,ellipse_center,137.8802490234375,y
plant5,ellipse_major_axis,47.054039001464844,pixels
plant5,ellipse_minor_axis,42.026126861572266,pixels
plant5,ellipse_angle,93.9178695678711,degrees
plant5,ellipse_eccentricity,0.4497668476374361,none
plant6,in_bounds,1,none
plant6,area,1211.0,pixels
plant6,convex_hull_area,1295.0,pixels
plant6,solidity,0.9351351351351351,none
plant6,perimeter,188.40916121006012,pixels
plant6,width,41,pixels
plant6,height,47,pixels
plant6,longest_path,365,pixels
plant6,center_of_mass,1093.2485549132948,x
plant6,center_of_mass,136.411230388109,y
plant6,convex_hull_vertices,23,none
plant6,object_in_frame,1,none
plant6,ellipse_center,1093.356201171875,x
plant6,ellipse_center,136.76039123535156,y
plant6,ellipse_major_axis,50.56877899169922,pixels
plant6,ellipse_minor_axis,30.20530128479004,pixels
plant6,ellipse_angle,35.249881744384766,degrees
plant6,ellipse_eccentricity,0.8020095100569933,none
plant7,in_bounds,1,none
plant7,area,1345.0,pixels
plant7,convex_hull_area,1592.0,pixels
plant7,solidity,0.8448492462311558,none
plant7,perimeter,217.0365778207779,pixels
plant7,width,48,pixels
plant7,height,49,pixels
plant7,longest_path,344,pixels
plant7,center_of_mass,1253.2,x
plant7,center_of_mass,137.8728624535316,y
plant7,convex_hull_vertices,19,none
plant7,object_in_frame,1,none
plant7,ellipse_center,1252.7930908203125,x
plant7,ellipse_center,137.65692138671875,y
plant7,ellipse_major_axis,46.10115051269531,pixels
plant7,ellipse_minor_axis,40.82438278198242,pixels
plant7,ellipse_angle,37.56046676635742,degrees
plant7,ellipse_eccentricity,0.4645643793604244,none
plant8,in_bounds,1,none
plant8,area,1438.0,pixels
plant8,convex_hull_area,1883.5,pixels
plant8,solidity,0.7634722590921157,none
plant8,perimeter,231.86500489711761,pixels
plant8,width,55,pixels
plant8,height,50,pixels
plant8,longest_path,422,pixels
plant8,center_of_mass,1413.5431154381085,x
plant8,center_of_mass,134.15994436717662,y
plant8,convex_hull_vertices,16,none
plant8,object_in_frame,1,none
plant8,ellipse_center,1413.2147216796875,x
plant8,ellipse_center,134.3103485107422,y
plant8,ellipse_major_axis,55.72904968261719,pixels
plant8,ellipse_minor_axis,37.635929107666016,pixels
plant8,ellipse_angle,52.41312026977539,degrees
plant8,ellipse_eccentricity,0.7375086235623503,none
plant9,in_bounds,1,none
plant9,area,1851.0,pixels
plant9,convex_hull_area,2223.0,pixels
plant9,solidity,0.8326585695006747,none
plant9,perimeter,226.89444243907928,pixels
plant9,width,58,pixels
plant9,height,54,pixels
plant9,longest_path,429,pixels
plant9,center_of_mass,1578.5499729875744,x
plant9,center_of_mass,138.23176661264182,y
plant9,convex_hull_vertices,19,none
plant9,object_in_frame,1,none
plant9,ellipse_center,1579.8472900390625,x
plant9,ellipse_center,137.55609130859375,y
plant9,ellipse_major_axis,60.46044921875,pixels
plant9,ellipse_minor_axis,47.95634078979492,pixels
plant9,ellipse_angle,67.23123931884766,degrees
plant9,ellipse_eccentricity,0.6089803341478439,none
plant10,in_bounds,1,none
plant10,area,2242.0,pixels
plant10,convex_hull_area,3242.0,pixels
plant10,solidity,0.6915484268969772,none
plant10,perimeter,313.36247873306274,pixels
plant10,width,78,pixels
plant10,height,61,pixels
plant10,longest_path,542,pixels
plant10,center_of_mass,1752.6565566458519,x
plant10,center_of_mass,134.42328278322927,y
plant10,convex_hull_vertices,21,none
plant10,object_in_frame,1,none
plant10,ellipse_center,1758.4849853515625,x
plant10,ellipse_center,132.95423889160156,y
plant10,ellipse_major_axis,86.52847290039062,pixels
plant10,ellipse_minor_axis,50.73253631591797,pixels
plant10,ellipse_angle,70.57209014892578,degrees
plant10,ellipse_eccentricity,0.8100865466048967,none
plant11,in_bounds,1,none
plant11,area,1826.0,pixels
plant11,convex_hull_area,2066.5,pixels
plant11,solidity,0.8836196467457053,none
plant11,perimeter,241.76449966430664,pixels
plant11,width,63,pixels
plant11,height,47,pixels
plant11,longest_path,437,pixels
plant11,center_of_mass,160.19824753559692,x
plant11,center_of_mass,273.57612267250823,y
plant11,convex_hull_vertices,19,none
plant11,object_in_frame,1,none
plant11,ellipse_center,160.0491943359375,x
plant11,ellipse_center,274.0863952636719,y
plant11,ellipse_major_axis,57.181732177734375,pixels
plant11,ellipse_minor_axis,42.400550842285156,pixels
plant11,ellipse_angle,97.6405029296875,degrees
plant11,ellipse_eccentricity,0.6709471380362231,none
plant12,in_bounds,1,none
plant12,area,1407.0,pixels
plant12,convex_hull_area,1505.5,pixels
plant12,solidity,0.9345732314845566,none
plant12,perimeter,183.33809351921082,pixels
plant12,width,49,pixels
plant12,height,39,pixels
plant12,longest_path,348,pixels
plant12,center_of_mass,321.0724946695096,x
plant12,center_of_mass,276.32764747690123,y
plant12,convex_hull_vertices,19,none
plant12,object_in_frame,1,none
plant12,ellipse_center,321.08856201171875,x
plant12,ellipse_center,276.6579895019531,y
plant12,ellipse_major_axis,47.439029693603516,pixels
plant12,ellipse_minor_axis,37.96012496948242,pixels
plant12,ellipse_angle,95.68933868408203,degrees
plant12,ellipse_eccentricity,0.599749738686159,none
plant13,in_bounds,1,none
plant13,area,1493.0,pixels
plant13,convex_hull_area,1787.0,pixels
plant13,solidity,0.8354784555120314,none
plant13,perimeter,199.68123936653137,pixels
plant13,width,53,pixels
plant13,height,48,pixels
plant13,longest_path,364,pixels
plant13,center_of_mass,475.2752846617549,x
plant13,center_of_mass,279.84862692565304,y
plant13,convex_hull_vertices,22,none
plant13,object_in_frame,1,none
plant13,ellipse_center,474.1971435546875,x
plant13,ellipse_center,279.61865234375,y
plant13,ellipse_major_axis,48.9918212890625,pixels
plant13,ellipse_minor_axis,46.394596099853516,pixels
plant13,ellipse_angle,69.02587127685547,degrees
plant13,ellipse_eccentricity,0.3212731911147956,none
plant14,in_bounds,1,none
plant14,area,1355.0,pixels
plant14,convex_hull_area,1580.5,pixels
plant14,solidity,0.8573236317621006,none
plant14,perimeter,189.68123936653137,pixels
plant14,width,49,pixels
plant14,height,45,pixels
plant14,longest_path,351,pixels
plant14,center_of_mass,629.459040590406,x
plant14,center_of_mass,284.1409594095941,y
