sample,trait,value,label
plant1,in_bounds,1,none
plant1,area,26490.0,pixels
plant1,convex_hull_area,28833.5,pixels
plant1,solidity,0.9187230131617736,none
plant1,perimeter,744.0386657714844,pixels
plant1,width,207,pixels
plant1,height,188,pixels
plant1,longest_path,1555,pixels
plant1,center_of_mass,314.22710456776144,x
plant1,center_of_mass,126.71970554926388,y
plant1,convex_hull_vertices,38,none
plant1,object_in_frame,1,none
plant1,ellipse_center,314.7575988769531,x
plant1,ellipse_center,127.49178314208984,y
plant1,ellipse_major_axis,215.81808471679688,pixels
plant1,ellipse_minor_axis,160.11195373535156,pixels
plant1,ellipse_angle,120.13825225830078,degrees
plant1,ellipse_eccentricity,0.6705284023477688,none
plant3,in_bounds,1,none
plant3,area,24759.0,pixels
plant3,convex_hull_area,27820.0,pixels
plant3,solidity,0.8899712437095615,none
plant3,perimeter,745.9970356225967,pixels
plant3,width,190,pixels
plant3,height,188,pixels
plant3,longest_path,1501,pixels
plant3,center_of_mass,643.6549941435437,x
plant3,center_of_mass,134.88472878549214,y
plant3,convex_hull_vertices,33,none
plant3,object_in_frame,1,none
plant3,ellipse_center,644.311767578125,x
plant3,ellipse_center,134.58413696289062,y
plant3,ellipse_major_axis,195.01795959472656,pixels
plant3,ellipse_minor_axis,168.017578125,pixels
plant3,ellipse_angle,137.8026123046875,degrees
plant3,ellipse_eccentricity,0.5076739882458177,none
plant5,in_bounds,1,none
plant5,area,21624.0,pixels
plant5,convex_hull_area,24237.5,pixels
plant5,solidity,0.8921712222795255,none
plant5,perimeter,664.8843377828598,pixels
plant5,width,181,pixels
plant5,height,176,pixels
plant5,longest_path,1384,pixels
plant5,center_of_mass,962.7398723640399,x
plant5,center_of_mass,147.5566037735849,y
plant5,convex_hull_vertices,32,none
plant5,object_in_frame,1,none
plant5,ellipse_center,963.3343505859375,x
plant5,ellipse_center,147.84291076660156,y
plant5,ellipse_major_axis,173.4629669189453,pixels
plant5,ellipse_minor_axis,166.73309326171875,pixels
plant5,ellipse_angle,151.65145874023438,degrees
plant5,ellipse_eccentricity,0.27584259201496925,none
plant6,in_bounds,1,none
plant6,area,21520.0,pixels
plant6,convex_hull_area,24237.5,pixels
plant6,solidity,0.8878803506962352,none
plant6,perimeter,664.8843377828598,pixels
plant6,width,181,pixels
plant6,height,176,pixels
plant6,longest_path,1384,pixels
plant6,center_of_mass,962.7586431226766,x
plant6,center_of_mass,147.63062267657992,y
plant6,convex_hull_vertices,32,none
plant6,object_in_frame,1,none
plant6,ellipse_center,963.3343505859375,x
plant6,ellipse_center,147.84291076660156,y
plant6,ellipse_major_axis,173.4629669189453,pixels
plant6,ellipse_minor_axis,166.73309326171875,pixels
plant6,ellipse_angle,151.65145874023438,degrees
plant6,ellipse_eccentricity,0.27584259201496925,none
plant7,in_bounds,1,none
plant7,area,27260.0,pixels
plant7,convex_hull_area,29754.0,pixels
plant7,solidity,0.9161793372319688,none
plant7,perimeter,783.4945094585419,pixels
plant7,width,193,pixels
plant7,height,210,pixels
plant7,longest_path,1426,pixels
plant7,center_of_mass,1289.7406823184153,x
plant7,center_of_mass,142.76247248716066,y
plant7,convex_hull_vertices,43,none
plant7,object_in_frame,1,none
plant7,ellipse_center,1289.383056640625,x
plant7,ellipse_center,141.54067993164062,y
plant7,ellipse_major_axis,205.44461059570312,pixels
plant7,ellipse_minor_axis,175.47239685058594,pixels
plant7,ellipse_angle,18.795339584350586,degrees
plant7,ellipse_eccentricity,0.5200915999243011,none
plant8,in_bounds,1,none
plant8,area,27260.0,pixels
plant8,convex_hull_area,29754.0,pixels
plant8,solidity,0.9161793372319688,none
plant8,perimeter,783.4945094585419,pixels
plant8,width,193,pixels
plant8,height,210,pixels
plant8,longest_path,1426,pixels
plant8,center_of_mass,1289.7406823184153,x
plant8,center_of_mass,142.76247248716066,y
plant8,convex_hull_vertices,43,none
plant8,object_in_frame,1,none
plant8,ellipse_center,1289.383056640625,x
plant8,ellipse_center,141.54067993164062,y
plant8,ellipse_major_axis,205.44461059570312,pixels
plant8,ellipse_minor_axis,175.47239685058594,pixels
plant8,ellipse_angle,18.795339584350586,degrees
plant8,ellipse_eccentricity,0.5200915999243011,none
plant9,in_bounds,1,none
plant9,area,33249.0,pixels
plant9,convex_hull_area,35546.0,pixels
plant9,solidity,0.9353795082428402,none
plant9,perimeter,816.180801153183,pixels
plant9,width,243,pixels
plant9,height,208,pixels
plant9,longest_path,1741,pixels
plant9,center_of_mass,1625.9885410087522,x
plant9,center_of_mass,140.45237450750398,y
plant9,convex_hull_vertices,33,none
plant9,object_in_frame,1,none
plant9,ellipse_center,1625.81982421875,x
plant9,ellipse_center,140.848388671875,y
plant9,ellipse_major_axis,237.83734130859375,pixels
plant9,ellipse_minor_axis,181.0229949951172,pixels
plant9,ellipse_angle,63.302513122558594,degrees
plant9,ellipse_eccentricity,0.648609916465016,none
plant10,in_bounds,1,none
plant10,area,33249.0,pixels
plant10,convex_hull_area,35546.0,pixels
plant10,solidity,0.9353795082428402,none
