sample,trait,value,label
plant0,in_bounds,1,none
plant0,area,2245.0,pixels
plant0,convex_hull_area,2510.5,pixels
plant0,solidity,0.8942441744672376,none
plant0,perimeter,247.9655101299286,pixels
plant0,width,69,pixels
plant0,height,47,pixels
plant0,longest_path,492,pixels
plant0,center_of_mass,125.64944320712695,x
plant0,center_of_mass,123.8770601336303,y
plant0,convex_hull_vertices,17,none
plant0,object_in_frame,1,none
plant0,ellipse_center,126.39329528808594,x
plant0,ellipse_center,123.89556884765625,y
plant0,ellipse_major_axis,69.78572082519531,pixels
plant0,ellipse_minor_axis,43.88058853149414,pixels
plant0,ellipse_angle,91.79902648925781,degrees
plant0,ellipse_eccentricity,0.7775748729052162,none
plant1,in_bounds,1,none
plant1,area,1233.0,pixels
plant1,convex_hull_area,1390.0,pixels
plant1,solidity,0.8870503597122302,none
plant1,perimeter,172.75230705738068,pixels
plant1,width,47,pixels
plant1,height,40,pixels
plant1,longest_path,341,pixels
plant1,center_of_mass,299.17518248175185,x
plant1,center_of_mass,126.26682887266828,y
plant1,convex_hull_vertices,20,none
plant1,object_in_frame,1,none
plant1,ellipse_center,299.0786437988281,x
plant1,ellipse_center,125.97015380859375,y
plant1,ellipse_major_axis,45.798919677734375,pixels
plant1,ellipse_minor_axis,36.56767272949219,pixels
plant1,ellipse_angle,123.40171813964844,degrees
plant1,ellipse_eccentricity,0.6020748696069875,none
plant2,in_bounds,1,none
plant2,area,1346.0,pixels
plant2,convex_hull_area,1566.0,pixels
plant2,solidity,0.859514687100894,none
plant2,perimeter,185.09545290470123,pixels
plant2,width,58,pixels
plant2,height,42,pixels
plant2,longest_path,399,pixels
plant2,center_of_mass,450.778603268945,x
plant2,center_of_mass,131.59509658246657,y
plant2,convex_hull_vertices,18,none
plant2,object_in_frame,1,none
plant2,ellipse_center,451.0415954589844,x
plant2,ellipse_center,131.3795166015625,y
plant2,ellipse_major_axis,55.11756134033203,pixels
plant2,ellipse_minor_axis,35.4006233215332,pixels
plant2,ellipse_angle,103.6842041015625,degrees
plant2,ellipse_eccentricity,0.7664744091424943,none
plant3,in_bounds,1,none
plant3,area,1220.0,pixels
plant3,convex_hull_area,1307.0,pixels
plant3,solidity,0.9334353481254782,none
plant3,perimeter,148.46803629398346,pixels
plant3,width,40,pixels
plant3,height,46,pixels
plant3,longest_path,353,pixels
plant3,center_of_mass,615.6155737704918,x
plant3,center_of_mass,136.42540983606557,y
plant3,convex_hull_vertices,21,none
plant3,object_in_frame,1,none
plant3,ellipse_center,615.691650390625,x
plant3,ellipse_center,136.37600708007812,y
plant3,ellipse_major_axis,46.8359489440918,pixels
plant3,ellipse_minor_axis,34.10615539550781,pixels
plant3,ellipse_angle,148.6282196044922,degrees
plant3,ellipse_eccentricity,0.6853597599458287,none
plant4,in_bounds,1,none
plant4,area,1495.0,pixels
plant4,convex_hull_area,1613.0,pixels
plant4,solidity,0.9268443893366398,none
plant4,perimeter,178.02438521385193,pixels
plant4,width,54,pixels
plant4,height,42,pixels
plant4,longest_path,360,pixels
plant4,center_of_mass,773.2963210702341,x
plant4,center_of_mass,138.07759197324415,y
plant4,convex_hull_vertices,21,none
plant4,object_in_frame,1,none
plant4,ellipse_center,773.1240844726562,x
plant4,ellipse_center,138.45709228515625,y
plant4,ellipse_major_axis,51.8538818359375,pixels
plant4,ellipse_minor_axis,37.19316101074219,pixels
plant4,ellipse_angle,89.76093292236328,degrees
plant4,ellipse_eccentricity,0.6967967863681088,none
plant5,in_bounds,1,none
plant5,area,1310.0,pixels
plant5,convex_hull_area,1500.0,pixels
plant5,solidity,0.8733333333333333,none
plant5,perimeter,175.4385987520218,pixels
plant5,width,49,pixels
plant5,height,44,pixels
plant5,longest_path,328,pixels
plant5,center_of_mass,919.0480916030534,x
plant5,center_of_mass,140.29770992366412,y
plant5,convex_hull_vertices,20,none
plant5,object_in_frame,1,none
plant5,ellipse_center,918.6605224609375,x
plant5,ellipse_center,140.68394470214844,y
plant5,ellipse_major_axis,48.03081130981445,pixels
plant5,ellipse_minor_axis,39.56676483154297,pixels
plant5,ellipse_angle,113.784423828125,degrees
plant5,ellipse_eccentricity,0.566911336725876,none
plant6,in_bounds,1,none
plant6,area,1141.0,pixels
plant6,convex_hull_area,1272.0,pixels
plant6,solidity,0.8970125786163522,none
plant6,perimeter,192.6518018245697,pixels
plant6,width,42,pixels
plant6,height,47,pixels
plant6,longest_path,333,pixels
plant6,center_of_mass,1075.7554776511831,x
