Datetime,RecNbr,b'BattV_Min',b'PanelT_Min',b'PanelT_Max',b'Daily_LI_Close',b'Daily_LI_Far',b'Indoor_AirTemp_Close_Avg',b'Indoor_AirTemp_Far_Avg',b'Indoor_RH_Close_Avg',b'Indoor_RH_Far_Avg',b'VP_Deficit_Close_Avg',b'VP_Deficit_Far_Avg',b'CO2_Concentration_Close_Avg',b'CO2_Concentration_Far_Avg',b'Indoor_AirTemp_Close_Min',b'Indoor_AirTemp_Far_Min',b'Indoor_RH_Close_Min',b'Indoor_RH_Far_Min',b'VP_Deficit_Close_Min',b'VP_Deficit_Far_Min',b'CO2_Concentration_Close_Min',b'CO2_Concentration_Far_Min',b'Indoor_AirTemp_Close_Max',b'Indoor_AirTemp_Far_Max',b'Indoor_RH_Close_Max',b'Indoor_RH_Far_Max',b'VP_Deficit_Close_Max',b'VP_Deficit_Far_Max',b'CO2_Concentration_Close_Max',b'CO2_Concentration_Far_Max'
2023-01-26 00:00:00,196,14.693938255310059,16.97705078125,26.28497314453125,3.7457399368286133,3.9764492511749268,20.66664695739746,19.65250587463379,54.87969970703125,57.37445831298828,1.1086286306381226,0.9786360263824463,416.6971740722656,418.67352294921875,14.894912719726562,14.907241821289062,36.64708709716797,38.776458740234375,0.3332705497741699,0.3551543951034546,392.7538146972656,395.51495361328125,24.930404663085938,24.359725952148438,80.46128845214844,79.3135986328125,1.4852863550186157,1.4179573059082031,489.220458984375,461.0765380859375
2023-01-27 00:00:00,197,14.698126792907715,15.45611572265625,32.578826904296875,14.188973426818848,14.999059677124023,21.150196075439453,19.804319381713867,30.87602996826172,33.02655792236328,1.7992737293243408,1.619396686553955,420.61248779296875,422.07843017578125,14.195877075195312,13.464614868164062,12.975674629211426,14.708449363708496,0.7569143176078796,0.691409707069397,386.11993408203125,391.9012145996094,26.453628540039062,25.630661010742188,55.09074020385742,56.62369155883789,2.902648448944092,2.7133474349975586,459.0371398925781,455.9097595214844
2023-01-28 00:00:00,198,14.706162452697754,15.163299560546875,33.444122314453125,17.129581451416016,18.408008575439453,21.17917251586914,19.786333084106445,26.01127052307129,27.985368728637695,1.9540547132492065,1.76555597782135,431.44427490234375,432.6876220703125,14.268447875976562,13.026260375976562,11.02319049835205,12.121984481811523,1.0296871662139893,0.9060887098312378,390.5166320800781,394.1847229003906,27.741744995117188,27.361160278320312,37.26464080810547,39.76618957519531,3.283414840698242,3.0508129596710205,470.9320983886719,471.5235900878906
2023-01-29 00:00:00,199,14.68923282623291,15.239990234375,33.041229248046875,13.27424430847168,14.261425018310547,21.10973358154297,19.754167556762695,27.39693260192871,29.35253143310547,1.9016718864440918,1.7181299924850464,449.6397705078125,451.53607177734375,14.294937133789062,13.046615600585938,12.782835960388184,13.484556198120117,0.9953488111495972,0.9005069136619568,382.8976135253906,386.8796691894531,27.384475708007812,26.413284301757812,38.868736267089844,40.21842575073242,3.158592462539673,2.8491649627685547,514.2391357421875,513.9566650390625
2023-01-30 00:00:00,200,14.74752426147461,15.60888671875,26.431854248046875,5.357003688812256,5.6393537521362305,20.654476165771484,19.269977569580078,40.7605094909668,43.53691864013672,1.4761313199996948,1.2886258363723755,454.0655822753906,455.884033203125,14.269363403320312,13.479965209960938,28.210494995117188,30.82217788696289,0.8591374754905701,0.8028822541236877,396.12945556640625,398.06170654296875,26.015975952148438,24.435714721679688,57.53556442260742,60.47252655029297,2.4154744148254395,2.116847515106201,532.6078491210938,532.3395385742188
2023-01-31 00:00:00,201,14.717531204223633,16.52313232421875,28.22540283203125,6.759645462036133,7.089230060577393,20.941144943237305,19.972515106201172,58.594974517822266,61.225894927978516,1.0655616521835327,0.935451865196228,426.9081726074219,428.9123840332031,14.567214965820312,14.541305541992188,44.06303024291992,45.318939208984375,0.44353973865509033,0.45662128925323486,392.2740478515625,396.1208801269531,25.994949340820312,24.991287231445312,74.720458984375,74.0512924194336,1.8530007600784302,1.7012803554534912,472.8222351074219,475.39459228515625
2023-02-01 00:00:00,202,14.64763355255127,17.519927978515625,29.77191162109375,7.4588799476623535,7.533674716949463,21.21619987487793,20.598278045654297,66.83992767333984,68.43260955810547,0.8886251449584961,0.8089216351509094,448.6336669921875,451.3873291015625,15.025680541992188,14.929702758789062,48.66621017456055,50.61806869506836,0.3207874298095703,0.325325608253479,395.2846374511719,401.6914367675781,26.051834106445312,25.485397338867188,84.40372467041016,83.4080810546875,1.7272710800170898,1.610028862953186,488.39599609375,494.5859680175781
2023-02-02 00:00:00,203,14.78161334991455,17.91778564453125,32.572906494140625,12.336299896240234,12.735430717468262,21.293888092041016,20.86579704284668,59.49701690673828,60.12032699584961,1.1313616037368774,1.0769493579864502,418.16656494140625,420.9044189453125,14.991500854492188,15.169906616210938,33.93803405761719,35.26905059814453,0.30391430854797363,0.3336923122406006,395.4015197753906,398.5865478515625,26.693740844726562,25.978378295898438,84.38513946533203,83.52516174316406,2.3106813430786133,2.1720633506774902,470.9549560546875,473.15582275390625
2023-02-03 00:00:00,204,14.524726867675781,16.456298828125,24.914520263671875,2.3406260013580322,2.5154664516448975,20.609739303588867,19.279977798461914,53.265228271484375,56.740928649902344,1.1731208562850952,0.9890480041503906,441.1134033203125,441.9443054199219,14.617019653320312,14.671920776367188,42.660057067871094,47.591617584228516,0.4563335180282593,0.47653961181640625,419.44580078125,422.8146057128906,24.038070678710938,21.955520629882812,72.63868713378906,71.45934295654297,1.7145159244537354,1.3724652528762817,488.2356262207031,474.6224670410156
2023-02-04 00:00:00,205,14.586758613586426,16.113372802734375,33.080810546875,18.291969299316406,19.391586303710938,21.32099151611328,20.177825927734375,31.526920318603516,33.333858489990234,1.8525551557540894,1.6892147064208984,414.42138671875,416.7010498046875,13.910842895507812,13.765609741210938,9.45172119140625,10.222125053405762,0.6798600554466248,0.6793103814125061,390.8423156738281,393.80023193359375,27.225936889648438,25.814498901367188,57.299652099609375,60.89473342895508,3.1550822257995605,2.8880956172943115,448.0697937011719,449.90185546875
