Datetime,RecNbr,b'BattV_Avg',b'PanelT_Avg',b'Indoor_PAR_Close_Avg',b'Indoor_PAR_Far_Avg',b'15min_LI_Close',b'15min_LI_Far',b'Indoor_AirTemp_Close_Avg',b'Indoor_AirTemp_Far_Avg',b'Indoor_RH_Close_Avg',b'Indoor_RH_Far_Avg',b'VP_Deficit_Close_Avg',b'VP_Deficit_Far_Avg',b'CO2_Concentration_Close_Avg',b'CO2_Concentration_Far_Avg'
2023-01-26 00:00:00,18776,15.349015235900879,19.76538848876953,0.022793292999267578,0.002148989588022232,2.0513964045676403e-05,1.934090732902405e-06,19.417339324951172,17.89146614074707,38.44398880004883,41.58464050292969,1.3874386548995972,1.196663498878479,412.83160400390625,414.1797790527344
2023-01-26 00:15:00,18777,15.352880477905273,19.74689292907715,0.024675607681274414,0.0019371459493413568,2.2208047084859572e-05,1.7434315395803424e-06,19.4921817779541,17.93929672241211,38.49044418334961,41.67403030395508,1.3928958177566528,1.1984378099441528,414.1949768066406,415.9142150878906
2023-01-26 00:30:00,18778,15.327926635742188,19.75871467590332,0.023181075230240822,0.002017194638028741,2.0862966266577132e-05,1.8154751160182059e-06,19.402956008911133,17.925830841064453,38.732295989990234,41.52849197387695,1.3797086477279663,1.2004122734069824,415.5205383300781,415.6326599121094
2023-01-26 00:45:00,18779,15.432703971862793,19.76023292541504,0.021308617666363716,0.0013811819953843951,1.917775625770446e-05,1.2430638207661104e-06,19.431283950805664,17.844364166259766,38.44345474243164,41.81919860839844,1.3886890411376953,1.188326120376587,415.9700622558594,416.7444152832031
2023-01-26 01:00:00,18780,15.351533889770508,19.7104549407959,0.022550586611032486,0.003363126190379262,2.0295528884162195e-05,3.0268133741628844e-06,19.414461135864258,17.721336364746094,38.0622673034668,41.502540588378906,1.3958641290664673,1.185569405555725,417.2442932128906,417.8349609375
2023-01-26 01:15:00,18781,15.318707466125488,19.660240173339844,0.02179069258272648,-0.00036563066532835364,1.961162342922762e-05,-3.2906754654504766e-07,19.393089294433594,17.728382110595703,37.74246597290039,40.998313903808594,1.4011625051498413,1.196319580078125,417.537109375,419.2328796386719
2023-01-26 01:30:00,18782,15.294259071350098,19.616464614868164,0.022634834051132202,0.0005917050293646753,2.0371349819470197e-05,5.325346137396991e-07,19.527660369873047,17.745027542114258,36.820213317871094,40.31088638305664,1.4338619709014893,1.21153724193573,416.22442626953125,418.9170227050781
2023-01-26 01:45:00,18783,15.296221733093262,19.6046085357666,0.01828785613179207,0.0030018615070730448,1.6459069229313172e-05,2.701675384741975e-06,19.528522491455078,17.75096321105957,36.490501403808594,39.87812423706055,1.4414423704147339,1.2207667827606201,417.56951904296875,419.8608093261719
2023-01-26 02:00:00,18784,15.397336959838867,19.60093116760254,0.023838140070438385,9.363127901451662e-05,2.14543251786381e-05,8.426814446238495e-08,19.530941009521484,17.68752670288086,35.943851470947266,39.541507720947266,1.454039216041565,1.222700834274292,418.5203857421875,421.1143493652344
2023-01-26 02:15:00,18785,15.38187026977539,19.610881805419922,0.02402750961482525,0.0007201030966825783,2.1624759028782137e-05,6.480928504970507e-07,19.582874298095703,17.7246150970459,35.1703987121582,38.662391662597656,1.4763721227645874,1.243382215499878,418.6845397949219,420.4178161621094
2023-01-26 02:30:00,18786,15.309595108032227,19.619586944580078,0.023445671424269676,0.0009822397259995341,2.110110472131055e-05,8.840158329803671e-07,19.65018081665039,17.695409774780273,34.54812240600586,38.30031204223633,1.4968174695968628,1.248425006866455,417.36700439453125,417.5310363769531
2023-01-26 02:45:00,18787,15.231671333312988,19.64011573791504,0.023471059277653694,0.0021360539831221104,2.1123953047208488e-05,1.922448518598685e-06,19.6425724029541,17.779794692993164,34.891178131103516,38.51194381713867,1.4882243871688843,1.2507827281951904,418.63580322265625,418.9906311035156
2023-01-26 03:00:00,18788,15.31596565246582,19.65022850036621,0.021104244515299797,0.0034084063954651356,1.8993820049217902e-05,3.067566012759926e-06,19.61747169494629,17.683820724487305,35.115135192871094,38.87535095214844,1.4808824062347412,1.2359009981155396,419.6596984863281,419.0539245605469
2023-01-26 03:15:00,18789,15.22721004486084,19.615758895874023,0.020545193925499916,0.00427825516089797,1.8490676666260697e-05,3.850429038720904e-06,19.494853973388672,17.63042640686035,35.500205993652344,39.09872817993164,1.4608572721481323,1.2272372245788574,421.4922790527344,422.25030517578125
2023-01-26 03:30:00,18790,15.230815887451172,19.587228775024414,0.02438570186495781,0.0025374244432896376,2.1947131244814955e-05,2.283681851622532e-06,19.70940589904785,17.603609085083008,34.845436096191406,38.98550033569336,1.4954644441604614,1.2274384498596191,422.9510192871094,423.9491271972656
2023-01-26 03:45:00,18791,15.158248901367188,19.586551666259766,0.022533612325787544,0.0025164007674902678,2.0280251192161813e-05,2.264760723846848e-06,19.63253402709961,17.59774398803711,34.82315444946289,38.88963317871094,1.4890143871307373,1.2289073467254639,423.2232666015625,423.5605163574219
2023-01-26 04:00:00,18792,15.167303085327148,19.561115264892578,0.023738373070955276,0.002985044615343213,2.1364534404710867e-05,2.686540028662421e-06,19.6279296875,17.522916793823242,34.66172790527344,38.6201057434082,1.4922114610671997,1.2285068035125732,423.0024719238281,423.9684143066406
2023-01-26 04:15:00,18793,15.153732299804688,19.559349060058594,0.02105492725968361,0.002054228214547038,1.894943488878198e-05,1.8488052546672407e-06,19.951478958129883,17.61260223388672,33.74531173706055,38.27839279174805,1.543764591217041,1.2423614263534546,425.9538879394531,426.1638488769531
2023-01-26 04:30:00,18794,15.200878143310547,19.58189582824707,0.022725732997059822,0.003323022974655032,2.0453160686884075e-05,2.990720759044052e-06,19.795459747314453,17.55854034423828,33.943214416503906,38.25450134277344,1.5245164632797241,1.2386119365692139,426.7619934082031,426.6528015136719
2023-01-26 04:45:00,18795,15.097220420837402,19.571441650390625,0.021583082154393196,0.002520770998671651,1.9424773199716583e-05,2.268693833684665e-06,19.758068084716797,17.557708740234375,33.93784713745117,38.20756530761719,1.5209167003631592,1.2394816875457764,426.45635986328125,425.6179504394531
2023-01-26 05:00:00,18796,15.137533187866211,19.567432403564453,0.021190106868743896,0.0015729726292192936,1.907109617604874e-05,1.4156753422867041e-06,19.85252571105957,17.58368492126465,33.58504104614258,37.96122360229492,1.5380433797836304,1.246469497680664,426.9071044921875,427.97747802734375
2023-01-26 05:15:00,18797,15.098026275634766,19.56593894958496,0.0231816116720438,0.00020084698917344213,2.0863450117758475e-05,1.807622709293355e-07,19.794179916381836,17.528303146362305,33.537254333496094,37.88349151611328,1.5336343050003052,1.2436726093292236,427.81744384765625,428.7621154785156
2023-01-26 05:30:00,18798,15.159884452819824,19.57429313659668,0.024029623717069626,-0.001034958055242896,2.1626661691698246e-05,-9.314622388956195e-07,19.968555450439453,17.513263702392578,33.08845901489258,37.770381927490234,1.5608086585998535,1.244754672050476,428.6297912597656,428.7845458984375
2023-01-26 05:45:00,18799,15.115592002868652,19.581565856933594,0.019750237464904785,0.00041366060031577945,1.7775213564164005e-05,3.7229452232168114e-07,19.970470428466797,17.487449645996094,33.016536712646484,37.7986946105957,1.5626742839813232,1.2421629428863525,430.2279968261719,429.05999755859375
