Datetime,RecNbr,b'BattV_Min',b'PanelT_Min',b'PanelT_Max',b'Daily_LI_Close',b'Daily_LI_Far',b'Indoor_AirTemp_Close_Avg',b'Indoor_AirTemp_Far_Avg',b'Indoor_RH_Close_Avg',b'Indoor_RH_Far_Avg',b'VP_Deficit_Close_Avg',b'VP_Deficit_Far_Avg',b'CO2_Concentration_Close_Avg',b'CO2_Concentration_Far_Avg',b'Indoor_AirTemp_Close_Min',b'Indoor_AirTemp_Far_Min',b'Indoor_RH_Close_Min',b'Indoor_RH_Far_Min',b'VP_Deficit_Close_Min',b'VP_Deficit_Far_Min',b'CO2_Concentration_Close_Min',b'CO2_Concentration_Far_Min',b'Indoor_AirTemp_Close_Max',b'Indoor_AirTemp_Far_Max',b'Indoor_RH_Close_Max',b'Indoor_RH_Far_Max',b'VP_Deficit_Close_Max',b'VP_Deficit_Far_Max',b'CO2_Concentration_Close_Max',b'CO2_Concentration_Far_Max'
2023-01-01 00:00:00,170,14.658309936523438,18.045928955078125,25.9898681640625,2.6280415058135986,2.832535982131958,20.549325942993164,19.85129165649414,69.4626235961914,71.51268768310547,0.7664991617202759,0.6793409585952759,420.67681884765625,423.6006164550781,15.054855346679688,15.146347045898438,56.41999816894531,62.9088134765625,0.20585858821868896,0.23467350006103516,390.5944519042969,394.8576354980469,23.967269897460938,23.646499633789062,87.99390411376953,86.40180969238281,1.2820570468902588,1.0164076089859009,508.3177795410156,510.91485595703125
2023-01-02 00:00:00,171,14.749504089355469,17.52490234375,31.69482421875,7.30124044418335,7.568356037139893,20.94011688232422,20.257688522338867,59.96124267578125,61.81690979003906,1.033501386642456,0.9533889889717102,452.126220703125,454.73944091796875,14.999923706054688,14.964431762695312,42.616085052490234,42.80870056152344,0.32338452339172363,0.33138203620910645,389.49578857421875,391.1279296875,26.305435180664062,26.360641479492188,81.12068939208984,80.57733917236328,1.9228451251983643,1.9542648792266846,520.7109985351562,523.0535888671875
2023-01-03 00:00:00,172,14.646843910217285,16.550048828125,30.79669189453125,7.274280548095703,7.5643463134765625,21.113218307495117,20.374208450317383,58.07434844970703,59.86898422241211,1.0905355215072632,0.9995307326316833,461.4595031738281,464.4454345703125,14.372665405273438,14.403884887695312,40.74565124511719,41.117889404296875,0.3988450765609741,0.4307934045791626,382.7946472167969,385.5325622558594,26.352340698242188,26.104202270507812,81.47894287109375,80.08836364746094,1.976228952407837,1.9038255214691162,523.3455200195312,531.5165405273438
2023-01-04 00:00:00,173,14.749584197998047,17.584991455078125,25.27642822265625,2.5451176166534424,2.7376484870910645,20.55490493774414,19.907634735107422,70.42537689208984,72.2300033569336,0.7310901284217834,0.6525362133979797,487.56414794921875,489.93499755859375,14.997970581054688,14.966751098632812,53.76041030883789,59.34965515136719,0.21006786823272705,0.23534667491912842,402.07513427734375,405.16998291015625,23.835891723632812,22.843765258789062,90.19168853759766,89.04534149169922,1.34696364402771,0.997368335723877,592.453857421875,596.4141235351562
2023-01-05 00:00:00,174,14.761040687561035,19.57366943359375,30.0894775390625,5.402867317199707,5.631069183349609,20.81241226196289,20.44051170349121,79.19995880126953,79.99503326416016,0.5575410723686218,0.5191271305084229,411.4485778808594,414.02447509765625,15.996749877929688,16.320114135742188,51.731468200683594,54.14409637451172,0.020569443702697754,0.07534408569335938,375.560791015625,378.8386535644531,25.817672729492188,25.817672729492188,98.86865997314453,96.07618713378906,1.5280851125717163,1.4450803995132446,474.6589660644531,477.3193664550781
2023-01-06 00:00:00,175,14.680150985717773,15.775115966796875,32.703643798828125,14.101036071777344,14.21303939819336,21.358701705932617,20.633235931396484,41.93865966796875,43.88484573364258,1.5776727199554443,1.496281385421753,439.8296813964844,442.6269836425781,14.033676147460938,13.622909545898438,14.926383018493652,14.327056884765625,0.5506758689880371,0.5418579578399658,389.39111328125,391.24346923828125,26.644729614257812,26.348007202148438,65.67967224121094,68.63068389892578,2.8269925117492676,2.90274715423584,500.7252197265625,502.2590026855469
2023-01-07 00:00:00,176,14.715447425842285,15.508514404296875,32.8519287109375,14.182367324829102,14.423089027404785,21.451576232910156,20.59238052368164,30.748565673828125,32.50212097167969,1.8500869274139404,1.7384393215179443,427.7838439941406,430.2267761230469,14.118881225585938,13.597732543945312,14.44217586517334,13.75395393371582,0.8718382716178894,0.8361645340919495,389.6898193359375,392.4947814941406,26.588180541992188,26.920089721679688,45.8448486328125,46.4938850402832,2.949971914291382,3.03859281539917,469.6478271484375,472.11871337890625
2023-01-08 00:00:00,177,14.688146591186523,18.925506591796875,34.334869384765625,13.147712707519531,13.469802856445312,21.152111053466797,20.78247833251953,31.637849807739258,32.720191955566406,1.8462399244308472,1.7737809419631958,437.9241638183594,440.4698791503906,14.643722534179688,14.518264770507812,13.377205848693848,14.091132164001465,0.9161965250968933,0.9464727640151978,389.2801208496094,389.78948974609375,31.197525024414062,29.436965942382812,46.080650329589844,46.702091217041016,3.918609380722046,3.5113630294799805,495.8669738769531,500.46026611328125
2023-01-09 00:00:00,178,14.726751327514648,16.823944091796875,30.89697265625,8.9202299118042,9.256096839904785,21.16556167602539,20.573457717895508,44.5916748046875,45.611106872558594,1.4504897594451904,1.379034161567688,429.8108215332031,432.64599609375,14.735946655273438,14.829025268554688,22.568862915039062,21.729310989379883,0.7104036808013916,0.7163572311401367,383.9695739746094,385.8841857910156,26.483230590820312,26.187454223632812,67.21215057373047,66.67947387695312,2.6403191089630127,2.6513538360595703,498.1607360839844,501.07745361328125
2023-01-10 00:00:00,179,14.736079216003418,15.7525634765625,32.555389404296875,14.357993125915527,14.739826202392578,21.321256637573242,20.53343391418457,41.60148239135742,43.339439392089844,1.5747041702270508,1.4784016609191895,420.6424560546875,423.65972900390625,14.071548461914062,13.654251098632812,20.291536331176758,20.22384262084961,0.6390490531921387,0.6120619773864746,391.562255859375,395.4156494140625,26.459976196289062,26.421981811523438,63.311485290527344,65.20135498046875,2.708664655685425,2.616917133331299,466.4902648925781,465.9543762207031
