,plant_id,plant_in_bounds,plant_area,plant_convex_hull_area,plant_solidity,plant_perimeter,plant_width,plant_height,plant_longest_path,plant_center_of_mass,plant_convex_hull_vertices,plant_object_in_frame,plant_ellipse_center,plant_ellipse_major_axis,plant_ellipse_minor_axis,plant_ellipse_angle,plant_ellipse_eccentricity,total_plants,germinated_plants,germination_rate
0,plant0,True,1906.0,2424.0,0.7863036303630363,243.62236428260803,65,55,476,"(99.63378803777545, 115.85676810073453)",22,True,"(97.43032836914062, 115.2065200805664)",70.99650573730469,43.75538635253906,121.74210357666016,0.78750882253068,55,55,100.0
1,plant1,True,2281.0,2720.5,0.8384488145561477,274.9360725879669,73,58,596,"(259.3143358176238, 115.65234546251644)",26,True,"(258.8339538574219, 115.95386505126953)",77.53519439697266,42.79167556762695,124.70089721679688,0.8339102857385797,55,55,100.0
2,plant2,True,1262.0,1420.5,0.8884195705737417,174.2670258283615,48,46,374,"(435.29397781299525, 126.83755942947703)",20,True,"(435.04486083984375, 126.55021667480469)",51.77434158325195,32.26371765136719,129.2281494140625,0.7820940852762825,55,55,100.0
3,plant3,True,1732.0,1914.5,0.9046748498302429,207.48022890090942,55,52,382,"(592.0883371824481, 130.0848729792148)",21,True,"(591.8900146484375, 130.02951049804688)",53.145870208740234,43.23012924194336,124.89973449707031,0.5816711330691348,55,55,100.0
4,plant4,True,1986.0,2281.5,0.8704799474030244,222.06601536273956,61,56,400,"(752.4103726082578, 127.52719033232628)",20,True,"(753.238525390625, 127.46720123291016)",56.57638168334961,53.53478240966797,85.40198516845703,0.3234681360834845,55,55,100.0
5,plant5,True,831.0,922.5,0.9008130081300812,148.71067690849304,40,35,272,"(913.0469314079422, 134.90012033694344)",15,True,"(913.3413696289062, 134.70445251464844)",35.359954833984375,30.282878875732422,83.82561492919922,0.5162841462596617,55,55,100.0
6,plant6,True,1380.0,1543.5,0.8940719144800777,180.99494767189026,48,44,334,"(1066.8304347826088, 135.281884057971)",20,True,"(1067.3291015625, 135.0866241455078)",47.74992370605469,39.25844192504883,113.94673919677734,0.5692454454770058,55,55,100.0
7,plant7,True,1529.0,1812.5,0.8435862068965517,215.722869515419,50,62,396,"(1229.5369522563767, 129.3440156965337)",15,True,"(1229.7459716796875, 127.71446990966797)",56.236141204833984,41.12306594848633,23.950519561767578,0.6821021587450264,55,55,100.0
8,plant8,True,1523.0,1881.0,0.8096757044125465,256.9360725879669,55,47,440,"(1390.0518713066317, 131.53775443204202)",18,True,"(1392.0443115234375, 130.54515075683594)",56.59824752807617,38.85778045654297,65.76555633544922,0.7270783620996405,55,55,100.0
9,plant9,True,1547.0,2164.0,0.7148798521256932,301.22034335136414,69,49,488,"(1555.3865546218487, 130.31027795733678)",17,True,"(1556.105224609375, 130.0014190673828)",62.20230484008789,38.648193359375,66.97347259521484,0.7835485473309706,55,55,100.0
10,plant10,True,1871.0,2365.5,0.7909532868315367,265.1787132024765,73,46,537,"(1722.0443613041155, 133.79208979155533)",19,True,"(1722.401611328125, 133.1583251953125)",77.19478607177734,36.71308898925781,74.82710266113281,0.8796669239364072,55,55,100.0
11,plant11,True,2580.0,3305.0,0.7806354009077155,363.8061298131943,89,50,630,"(92.36744186046512, 279.434496124031)",24,True,"(92.4102554321289, 279.1823425292969)",83.17244720458984,45.25887680053711,92.51904296875,0.8389833501961703,55,55,100.0
12,plant12,True,1700.0,2105.0,0.8076009501187649,262.69343197345734,72,39,482,"(270.16705882352943, 286.27176470588233)",19,True,"(271.11553955078125, 286.9305114746094)",72.81048583984375,33.2611198425293,97.2912368774414,0.8895603264222773,55,55,100.0
13,plant13,True,2524.0,3046.0,0.8286277084701248,284.73506212234497,80,62,550,"(431.0986529318542, 279.93423137876385)",20,True,"(430.7712707519531, 281.2240905761719)",77.87681579589844,49.927085876464844,115.007568359375,0.7674545727612405,55,55,100.0
14,plant14,True,1533.0,1707.0,0.8980667838312829,210.30865597724915,52,48,367,"(596.8356164383562, 289.19504240052186)",19,True,"(596.8404541015625, 289.4088439941406)",50.640838623046875,40.29889678955078,123.5272445678711,0.6055876355686378,55,55,100.0
15,plant15,True,1197.0,1300.5,0.9204152249134948,178.02438521385193,46,41,321,"(754.5664160401003, 291.6040100250627)",19,True,"(754.5174560546875, 291.5372619628906)",44.3348388671875,36.41638946533203,49.58436584472656,0.5703605868897884,55,55,100.0
16,plant16,True,1423.0,1578.0,0.9017743979721166,183.92387998104095,44,53,358,"(913.5439212930429, 291.268446943078)",19,True,"(913.0303955078125, 291.7497253417969)",51.70252227783203,37.74675750732422,22.830339431762695,0.6833662308886651,55,55,100.0
17,plant17,True,1587.0,1772.5,0.895345557122708,202.6518018245697,56,50,373,"(1069.9703843730308, 292.19155639571517)",18,True,"(1070.0667724609375, 291.3013000488281)",54.71116638183594,43.237327575683594,123.5569839477539,0.612741478193738,55,55,100.0
18,plant18,True,1232.0,1613.5,0.7635574837310195,245.0365778207779,54,43,414,"(1224.2077922077922, 295.29626623376623)",21,True,"(1227.75146484375, 293.923095703125)",55.15346145629883,36.23371505737305,65.02954864501953,0.7539239000813344,55,55,100.0
19,plant19,True,2058.0,2405.0,0.8557172557172558,270.59292674064636,69,53,494,"(1392.7380952380952, 289.8731778425656)",22,True,"(1392.806884765625, 289.9178466796875)",65.43502807617188,42.1603889465332,64.65644073486328,0.7647651189708482,55,55,100.0
20,plant20,True,1788.0,2256.0,0.7925531914893617,280.3502861261368,67,49,467,"(1547.743288590604, 295.5866890380313)",21,True,"(1547.6907958984375, 294.7730407714844)",62.15093231201172,42.55160903930664,86.03453063964844,0.7288723943536612,55,55,100.0
21,plant21,True,1990.0,2431.5,0.8184248406333539,300.73506212234497,82,50,588,"(1712.5577889447236, 288.4603015075377)",22,True,"(1712.1385498046875, 287.7763671875)",79.89602661132812,34.20144271850586,69.67565155029297,0.9037435023774717,55,55,100.0
22,plant22,True,2285.0,2666.5,0.8569285580348772,256.45079135894775,75,49,500,"(104.95667396061269, 444.2704595185996)",23,True,"(103.47515106201172, 444.14532470703125)",71.25633239746094,46.793067932128906,90.77200317382812,0.7541637136185839,55,55,100.0
23,plant23,True,1993.0,2517.5,0.7916583912611718,244.30865597724915,75,51,525,"(277.0908178625188, 443.8389362769694)",21,True,"(275.96826171875, 445.6523132324219)",72.74897766113281,46.55099868774414,81.50360870361328,0.7684704616806503,55,55,100.0
24,plant24,True,1519.0,2051.0,0.7406143344709898,265.0365778207779,59,52,408,"(438.66754443712966, 449.8788676761027)",21,True,"(437.3026123046875, 449.7682189941406)",51.73269271850586,44.143951416015625,64.7505111694336,0.5214062132012605,55,55,100.0
25,plant25,True,913.0,949.5,0.9615587151132174,133.0538227558136,40,33,295,"(607.5027382256297, 449.0843373493976)",18,True,"(607.3240356445312, 449.0793762207031)",38.993038177490234,29.251785278320312,68.4166030883789,0.661234023053527,55,55,100.0
26,plant26,True,1273.0,1336.0,0.9528443113772455,153.78174459934235,46,39,330,"(755.1869599371563, 452.5703063629222)",19,True,"(755.4468994140625, 452.5918273925781)",47.298763275146484,35.12598419189453,66.35639190673828,0.6696901286803045,55,55,100.0
27,plant27,True,1540.0,1807.5,0.8520055325034578,206.89444243907928,48,58,382,"(908.2441558441559, 456.9331168831169)",18,True,"(908.3590087890625, 456.71295166015625)",55.04595184326172,39.690555572509766,153.62026977539062,0.6928892339702606,55,55,100.0
28,plant28,True,993.0,1172.0,0.8472696245733788,195.5807341337204,37,42,262,"(1061.9728096676738, 459.52668680765356)",18,True,"(1062.0498046875, 458.6561584472656)",38.63180160522461,35.25346755981445,31.178739547729492,0.4089641721793353,55,55,100.0
29,plant29,True,838.0,976.5,0.8581669226830517,194.85281229019165,41,31,286,"(1217.7684964200478, 457.06801909307876)",14,True,"(1218.0390625, 456.8291931152344)",39.720603942871094,27.798398971557617,105.16171264648438,0.7142914619400282,55,55,100.0
30,plant30,True,1396.0,1826.5,0.764303312346017,220.55129659175873,65,39,448,"(1384.4949856733524, 461.47707736389685)",20,True,"(1383.1024169921875, 461.21649169921875)",64.62715911865234,33.617923736572266,89.06001281738281,0.8540550693251255,55,55,100.0
31,plant31,True,2610.0,3020.0,0.8642384105960265,261.4213538169861,78,60,529,"(1543.055938697318, 456.0590038314176)",22,True,"(1543.7564697265625, 455.72711181640625)",70.74554443359375,53.392913818359375,90.811279296875,0.656049700526405,55,55,100.0
32,plant32,True,2455.0,3247.0,0.7560825377271327,320.8771975040436,86,50,602,"(1713.09816700611, 459.3368635437882)",22,True,"(1713.61767578125, 459.90533447265625)",84.23104095458984,44.688201904296875,87.03311920166016,0.8476579290147931,55,55,100.0
33,plant33,True,2427.0,2638.5,0.9198408186469585,229.13708305358887,74,51,529,"(109.59579728059333, 609.41862381541)",23,True,"(109.0304946899414, 609.5531616210938)",75.3842544555664,43.243629455566406,66.79727935791016,0.8191056216224099,55,55,100.0
34,plant34,True,2031.0,2478.5,0.8194472463183377,268.9360725879669,85,46,587,"(275.50024618414574, 602.9286065977351)",20,True,"(275.01556396484375, 604.209228515625)",78.35773468017578,39.17130661010742,85.30307006835938,0.8660811050875433,55,55,100.0
35,plant35,True,1371.0,1626.5,0.8429142330156778,188.16652059555054,54,46,430,"(444.23413566739606, 608.0751276440554)",23,True,"(444.53131103515625, 607.6747436523438)",57.410972595214844,33.95539855957031,55.23923110961914,0.8063457788840425,55,55,100.0
36,plant36,True,1677.0,1915.5,0.87548942834769,203.722869515419,55,55,422,"(601.0888491353608, 610.4287418008348)",20,True,"(601.5582885742188, 610.1891479492188)",60.1070442199707,40.84074401855469,41.525665283203125,0.7337062077616209,55,55,100.0
37,plant37,True,718.0,866.0,0.8290993071593533,156.02438521385193,34,40,270,"(752.6922005571031, 611.4735376044569)",14,True,"(753.4313354492188, 610.3839721679688)",39.700767517089844,26.103851318359375,26.209962844848633,0.7534414285180179,55,55,100.0
38,plant38,True,1424.0,1811.5,0.7860888766215843,228.55129659175873,48,57,384,"(912.3595505617977, 606.6615168539325)",17,True,"(911.62939453125, 605.9976196289062)",55.784141540527344,38.805294036865234,149.26528930664062,0.7183972591494535,55,55,100.0
39,plant39,True,1630.0,2234.0,0.729632945389436,301.22034335136414,51,68,456,"(1068.5159509202454, 613.7196319018404)",19,True,"(1067.9793701171875, 614.2848510742188)",61.183895111083984,43.31694030761719,1.503495454788208,0.7062330357169085,55,55,100.0
40,plant40,True,1262.0,1645.5,0.7669401397751443,233.27921843528748,47,54,389,"(1216.9263074484945, 615.2091917591125)",19,True,"(1218.0609130859375, 615.133544921875)",52.3945426940918,38.31479263305664,148.69851684570312,0.6820832912551841,55,55,100.0
41,plant41,True,1461.0,1840.0,0.7940217391304348,258.83556735515594,62,43,455,"(1380.2327173169062, 614.9924709103354)",17,True,"(1380.4676513671875, 614.8014526367188)",59.18218994140625,35.545902252197266,108.86958312988281,0.7995359529914531,55,55,100.0
42,plant42,True,1397.0,1801.0,0.7756801776790672,235.37972366809845,66,41,438,"(1537.9570508231925, 609.9219756621331)",19,True,"(1539.1552734375, 610.1493530273438)",62.21432113647461,35.06501388549805,99.34410858154297,0.8260366300514661,55,55,100.0
43,plant43,True,1799.0,2422.0,0.7427745664739884,302.83556735515594,83,44,606,"(1703.9105058365758, 619.8799332962757)",17,True,"(1703.6767578125, 618.5096435546875)",82.50505065917969,32.23735427856445,105.94002532958984,0.9205045307246467,55,55,100.0
44,plant44,True,1892.0,2318.5,0.8160448565883114,247.37972366809845,76,45,554,"(113.62737843551797, 761.0470401691332)",24,True,"(114.8044204711914, 760.9862670898438)",80.01081085205078,35.27340316772461,72.8581771850586,0.897576880052801,55,55,100.0
45,plant45,True,843.0,991.5,0.8502269288956127,160.1248904466629,42,36,319,"(295.13404507710555, 759.497034400949)",13,True,"(294.2305603027344, 759.279296875)",46.67662811279297,24.687671661376953,57.716163635253906,0.848678770693677,55,55,100.0
46,plant46,True,929.0,1220.0,0.7614754098360655,202.6518018245697,44,43,271,"(447.82992465016144, 762.3078579117331)",16,True,"(447.18145751953125, 762.1972045898438)",39.48796081542969,38.56247329711914,2.131190299987793,0.21523269188953797,55,55,100.0
47,plant47,True,902.0,1011.5,0.8917449332674247,173.09545290470123,36,41,304,"(605.9567627494457, 759.1141906873614)",17,True,"(605.880615234375, 758.7420654296875)",42.854766845703125,27.422313690185547,32.52976608276367,0.7684669652921147,55,55,100.0
48,plant48,True,1007.0,1517.5,0.6635914332784184,208.7939372062683,42,52,335,"(759.3008937437935, 755.1012909632572)",16,True,"(758.017578125, 761.2399291992188)",57.95647430419922,34.29666519165039,10.710968971252441,0.8061098680125621,55,55,100.0
49,plant49,True,1170.0,1345.5,0.8695652173913043,193.33809351921082,46,45,304,"(917.3863247863247, 760.742735042735)",16,True,"(916.6659545898438, 760.8994140625)",41.46852493286133,39.47712326049805,55.1502571105957,0.30616645020502953,55,55,100.0
50,plant50,True,813.0,1144.0,0.7106643356643356,198.06601536273956,44,39,334,"(1064.119311193112, 759.5436654366544)",15,True,"(1064.82080078125, 761.1797485351562)",39.83330535888672,34.50248336791992,106.90406036376953,0.49974645448570587,55,55,100.0
51,plant51,True,713.0,855.0,0.8339181286549707,163.78174459934235,31,37,228,"(1213.6605890603087, 759.7924263674614)",17,True,"(1214.0859375, 759.9222412109375)",34.27407455444336,28.496549606323242,1.5706394910812378,0.5556270762811959,55,55,100.0
52,plant52,True,1435.0,1532.5,0.9363784665579119,172.2670258283615,45,54,419,"(1372.6662020905924, 775.8536585365854)",22,True,"(1372.431396484375, 775.46142578125)",57.498477935791016,31.58671760559082,142.09010314941406,0.8355931659230025,55,55,100.0
53,plant53,True,1064.0,1216.5,0.8746403616933827,194.6518018245697,56,38,432,"(1537.0545112781954, 771.3646616541354)",16,True,"(1536.2685546875, 770.3090209960938)",60.77235412597656,24.586483001708984,115.53251647949219,0.9145084046976218,55,55,100.0
54,plant54,True,1654.0,2257.5,0.7326688815060908,270.9360725879669,81,45,586,"(1703.9873035066505, 775.2333736396614)",17,True,"(1703.103271484375, 774.8977661132812)",77.8735580444336,32.1556510925293,106.37519073486328,0.9107667084119322,55,55,100.0
