,height_mm,perimeter,area
0,7.3,510.96045780181885,9585.0
1,6.3,499.9726504087448,7767.5
2,3.0,255.0365778207779,2683.5
3,5.7,417.88939011096954,5686.5
4,6.9,402.57568180561066,7000.5
5,8.1,490.55843687057495,10825.0
6,8.9,571.9726504087448,10411.5
7,4.7,315.8061298131943,4833.5
8,6.3,425.50461411476135,6477.0
9,7.7,491.48736917972565,8742.5
10,7.6,576.7422024011612,8368.5
11,7.7,461.34523379802704,8806.5
12,4.7,336.3919162750244,4486.0
13,4.7,418.4751765727997,7500.0
14,4.6,325.5634891986847,3472.0
15,8.7,503.0437180995941,9733.0
16,8.0,513.0020879507065,8480.5
17,4.8,337.36247873306274,4381.0
18,3.9,320.14927566051483,4197.5
19,6.2,499.0020879507065,8149.5
20,7.5,404.6173119544983,5937.0
21,7.0,521.3868639469147,6423.0
22,5.3,338.4924215078354,3725.5
23,6.7,374.0904005765915,4316.5
24,6.5,418.96045780181885,5869.0
25,4.0,250.7939372062683,2583.0
26,6.3,395.74725472927094,4172.5
