,height_mm,perimeter,area
0,13.2,909.4772645235062,25595.5
1,11.6,640.8843377828598,20329.5
2,7.1,481.78888487815857,10482.0
3,11.6,569.8721451759338,15823.0
4,11.3,682.2396762371063,20041.0
5,14.6,722.4406867027283,25780.0
6,14.3,710.3818116188049,26543.0
7,7.6,542.457931637764,15413.5
8,9.5,761.4356343746185,19753.0
9,13.2,752.3645666837692,22621.5
10,14.5,723.168608546257,21747.5
11,13.3,648.1980460882187,22034.5
12,9.3,515.5878744125366,13710.0
13,9.1,607.8132700920105,19040.0
14,10.4,510.94321286678314,11343.5
15,14.5,758.180801153183,23955.0
16,12.5,700.6833273172379,22821.5
17,10.7,602.6416971683502,16871.0
18,7.8,575.6711347103119,13508.0
19,11.0,688.8670928478241,20998.0
20,12.3,608.6416971683502,15190.0
21,13.7,804.2224313020706,21233.5
22,8.9,607.2274836301804,13509.5
23,10.2,645.2274836301804,15305.5
24,10.3,617.0853482484818,17151.5
25,7.6,480.1320307254791,7672.0
26,11.0,636.1980460882187,12915.5
