,height_mm,perimeter,area
0,1.8,244.45079135894775,1901.0
1,3.0,263.722869515419,2314.5
2,1.2,158.5096664428711,1242.0
3,1.4,185.33809351921082,1836.0
4,2.0,210.75230705738068,2071.5
5,1.0,116.22539567947388,793.0
6,1.4,164.2670258283615,1519.5
7,1.8,184.99494767189026,1597.0
8,1.8,218.7939372062683,1435.0
9,2.2,256.3502861261368,1459.5
10,2.6,218.06601536273956,1663.5
11,3.1,263.0365778207779,2521.5
12,2.6,222.06601536273956,1661.5
13,3.5,270.2497808933258,2674.0
14,1.6,173.5807341337204,1647.5
15,1.4,144.95331752300262,1262.5
16,1.4,173.33809351921082,1552.0
17,1.8,187.09545290470123,1783.5
18,1.6,184.61017167568207,1285.5
19,2.8,208.89444243907928,2110.5
20,2.8,210.16652059555054,1634.0
21,3.6,264.9360725879669,1948.0
22,3.2,241.0365778207779,2192.5
23,2.4,246.40916121006012,2023.5
24,1.6,231.13708305358887,1620.0
25,1.0,131.39696860313416,986.0
26,1.3,155.78174459934235,1371.5
27,0.85,205.5807341337204,1767.5
28,1.2,136.56854152679443,1092.0
29,0.9,140.22539567947388,834.0
30,2.4,198.16652059555054,1436.0
31,3.3,258.45079135894775,2678.0
32,3.8,275.0782079696655,2347.0
33,3.4,214.89444243907928,2386.5
34,2.9,249.48022890090942,2046.0
35,1.8,177.1959581375122,1265.0
36,2.2,205.5807341337204,1788.5
37,1.5,126.22539567947388,877.0
38,1.2,220.40916121006012,1585.5
39,2.1,250.59292674064636,1872.0
40,1.9,178.85281229019165,1371.0
41,2.5,206.30865597724915,1488.0
42,2.4,204.99494767189026,1237.0
43,3.4,247.0365778207779,1643.5
44,2.9,232.55129659175873,1750.5
45,1.1,80.42640614509583,396.0
46,1.7,149.0538227558136,1023.0
47,1.2,123.39696860313416,807.0
48,1.4,186.16652059555054,1051.0
49,1.6,155.88224983215332,1168.0
50,1.7,126.56854152679443,633.0
51,1.2,125.0538227558136,575.0
52,2.8,176.75230705738068,1447.5
53,2.7,142.95331752300262,982.5
54,3.1,194.75230705738068,1399.5
