,height_mm,perimeter,area
0,8.2,591.7716399431229,13227.5
1,6.9,542.4995617866516,10916.0
2,3.1,287.0782079696655,3865.0
3,6.0,412.81832242012024,7800.0
4,7.2,481.62950456142426,9971.5
5,8.3,525.1442233324051,13528.5
6,9.2,615.9137753248215,13758.5
7,6.0,356.97770273685455,6666.5
8,6.4,458.4751765727997,9349.0
9,7.7,562.256921172142,11759.5
10,7.8,619.369619011879,11621.5
11,8.1,506.9015827178955,11426.0
12,5.4,390.81832242012024,6318.0
13,5.0,453.5878744125366,10073.0
14,4.8,380.19090580940247,4707.0
15,9.5,552.4995617866516,13199.0
16,9.4,542.9432128667831,11930.5
17,5.8,411.4041088819504,6950.5
18,4.2,347.11983811855316,5518.5
19,6.8,565.3279888629913,10949.0
20,7.6,453.546244263649,8229.5
21,7.6,583.9137753248215,8692.5
22,6.4,468.57568180561066,5241.5
23,6.9,504.31579625606537,6502.5
24,6.3,466.31579625606537,7959.5
25,5.0,298.3502861261368,3746.5
26,6.7,471.24472856521606,5481.0
