,height_mm,perimeter,area
0,5.8,431.3036036491394,6209.0
1,5.2,330.97770273685455,5203.5
2,1.2,206.40916121006012,1703.5
3,3.5,384.04877042770386,4188.0
4,5.6,344.8771975040436,3624.0
5,5.4,395.26197350025177,6387.5
6,5.7,427.4041088819504,6367.5
7,2.5,245.37972366809845,3202.5
8,3.6,307.0782079696655,3388.0
9,5.5,369.7056245803833,4966.0
10,6.0,405.0609630346298,4917.5
11,6.5,399.36247873306274,5001.0
12,5.8,421.88939011096954,5059.5
13,4.3,326.0071402788162,4315.5
14,2.7,230.55129659175873,2848.5
15,5.2,274.4924215078354,3880.5
16,2.7,298.9360725879669,4716.0
17,2.7,245.0365778207779,2886.5
18,3.8,235.13708305358887,2424.0
19,5.4,364.19090580940247,3656.0
20,6.2,461.24472856521606,6490.0
21,8.2,496.8599525690079,6185.5
22,7.4,430.57568180561066,5725.5
23,5.6,458.96045780181885,5619.0
24,4.1,281.52185904979706,3253.5
25,4.8,415.3036036491394,3752.0
26,3.0,217.82337474822998,2417.0
27,3.3,362.0904005765915,4473.5
28,3.9,346.3919162750244,4992.0
29,4.2,367.0193328857422,3693.0
30,4.4,296.14927566051483,3561.5
31,3.8,320.97770273685455,3209.5
32,4.4,387.50461411476135,3988.0
33,5.6,319.90663504600525,4874.0
34,3.0,235.722869515419,1510.5
35,3.2,304.29141104221344,2207.5
36,4.2,294.0071402788162,2139.5
37,4.9,448.27416610717773,3305.0
38,3.8,296.14927566051483,3214.5
39,3.8,261.62236428260803,2054.0
40,2.0,222.30865597724915,1093.0
41,5.4,368.534051656723,4246.0
42,3.8,341.90663504600525,2377.0
43,5.1,379.6051193475723,3534.5
