,height_mm,perimeter,area
0,9.2,852.1635562181473,19989.5
1,8.6,614.3990565538406,16945.5
2,4.8,387.6051193475723,7562.5
3,9.1,509.73000979423523,13045.0
4,7.9,607.7127648591995,15503.5
5,9.0,644.6416971683502,20967.0
6,11.1,657.8549002408981,21262.5
7,7.0,472.5168067216873,11540.5
8,6.5,607.0264731645584,15464.5
9,9.6,691.3523740768433,18126.0
10,9.5,680.1980460882187,17111.5
11,9.0,604.4995617866516,17933.0
12,6.0,480.6589421033859,10824.5
13,6.6,545.6295045614243,15461.5
14,6.6,454.7594473361969,8401.0
15,10.8,656.8843377828598,19166.5
16,10.3,737.5533845424652,19403.0
17,7.7,554.9015827178955,11624.0
18,5.0,464.6173119544983,9479.0
19,8.5,651.8965303897858,16315.0
20,8.9,604.256921172142,12495.5
21,10.0,682.281306385994,15253.5
22,7.0,596.7838325500488,10326.0
23,7.8,629.0853482484818,11433.5
24,7.5,541.0853482484818,13276.5
25,5.7,448.2325359582901,5834.5
26,8.4,576.3157962560654,9581.5
