,height_mm,perimeter,area
0,4.2,324.3919162750244,4274.0
1,4.4,258.7939372062683,3252.0
2,1.5,174.36753106117249,1277.0
3,2.9,277.8650048971176,3082.5
4,5.5,315.9482651948929,2538.5
5,6.4,328.4924215078354,4391.5
6,4.7,374.29141104221344,4759.5
7,2.1,198.5096664428711,2274.0
8,2.4,200.5096664428711,2120.0
9,5.3,292.2497808933258,3288.0
10,6.0,418.96045780181885,3920.0
11,5.2,323.4213538169861,3906.0
12,4.1,315.90663504600525,3633.0
13,3.8,245.62236428260803,2826.0
14,2.4,199.82337474822998,1999.0
15,2.4,222.6518018245697,2802.0
16,2.5,258.0071402788162,3401.5
17,2.4,212.55129659175873,2121.5
18,2.6,192.2670258283615,1391.5
19,4.1,299.8061298131943,2811.5
20,6.6,433.546244263649,5385.5
21,7.1,430.03152549266815,4168.5
22,5.2,446.71781718730927,3868.5
23,4.9,315.2792184352875,4430.0
24,3.7,246.45079135894775,2407.0
25,4.3,274.20815074443817,3332.5
26,2.4,178.61017167568207,1832.5
27,2.4,282.59292674064636,3157.0
28,2.9,293.4213538169861,3418.0
29,3.6,264.69343197345734,2749.5
30,3.9,248.69343197345734,2599.5
31,3.7,262.69343197345734,2329.5
32,5.4,313.0782079696655,3277.0
33,5.1,266.3502861261368,3349.5
34,2.7,237.48022890090942,1246.0
35,2.5,238.1076455116272,1784.0
36,3.0,211.48022890090942,1608.0
37,3.8,360.634556889534,2483.5
38,3.6,285.52185904979706,2733.5
39,2.7,214.5096664428711,1483.0
40,2.7,180.85281229019165,1083.0
41,4.9,345.66399443149567,3185.5
42,3.3,214.89444243907928,1949.5
43,4.5,314.9360725879669,2668.0
