,height_mm,perimeter,area
0,5.5,372.7766922712326,5350.5
1,4.8,287.62236428260803,4249.0
2,1.3,198.2670258283615,1562.5
3,3.2,308.4924215078354,3612.5
4,5.2,304.3919162750244,2874.0
5,5.8,347.22034335136414,5304.0
6,5.3,401.4041088819504,5951.5
7,2.2,226.55129659175873,2843.5
8,2.7,297.90663504600525,3034.0
9,5.3,321.3208485841751,4191.5
10,5.4,427.6883796453476,4338.5
11,6.5,350.634556889534,4384.5
12,5.4,351.50461411476135,4524.0
13,4.5,278.5512965917587,3693.5
14,2.7,203.09545290470123,2347.5
15,3.1,248.69343197345734,3243.5
16,2.4,272.7939372062683,3979.0
17,2.9,225.62236428260803,2456.0
18,3.9,230.06601536273956,1949.5
19,4.8,322.534051656723,3191.0
20,6.6,422.7594473361969,6185.0
21,8.1,451.10259318351746,5108.0
22,6.0,468.5168067216873,4553.5
23,5.8,337.66399443149567,5188.5
24,4.2,264.69343197345734,2899.5
25,4.6,299.5634891986847,4088.0
26,2.7,201.68123936653137,2196.0
27,2.8,314.4924215078354,3652.5
28,3.8,312.2497808933258,4281.0
29,3.7,298.4924215078354,3301.5
30,5.3,280.3502861261368,3227.5
31,4.8,286.4924215078354,2728.5
32,5.7,336.4924215078354,3648.5
33,5.5,286.2497808933258,4230.0
34,3.1,203.09545290470123,1400.5
35,3.9,246.83556735515594,2214.5
36,3.8,267.66399443149567,1954.5
37,4.4,371.36247873306274,3116.0
38,4.2,297.90663504600525,3245.0
39,3.1,237.23758828639984,1972.5
40,2.3,192.75230705738068,1411.5
41,5.2,363.5634891986847,3902.0
42,5.0,254.89444243907928,2357.5
43,4.8,345.0782079696655,3206.0
