,height_mm,perimeter,area
0,2.2,141.78174459934235,1035.5
1,1.6,164.61017167568207,1105.5
2,1.7,163.78174459934235,1322.5
3,2.0,212.99494767189026,1736.0
4,2.0,200.99494767189026,1374.0
5,2.5,220.6518018245697,2099.0
6,2.5,173.33809351921082,1623.0
7,2.0,218.30865597724915,1991.0
8,2.6,236.7939372062683,1923.0
9,2.4,189.1959581375122,1237.0
10,1.7,196.71067690849304,928.0
11,3.6,210.40916121006012,1887.5
12,2.2,241.9655101299286,1634.0
13,2.9,249.722869515419,2476.5
14,1.3,139.9827550649643,879.5
15,1.7,177.68123936653137,1522.0
16,1.1,121.9827550649643,886.5
17,2.8,252.20815074443817,2703.5
18,1.4,159.63960921764374,1137.5
19,3.4,234.45079135894775,2041.0
20,3.4,261.37972366809845,2386.5
21,3.1,227.68123936653137,1897.0
22,3.9,232.75230705738068,1948.5
23,2.3,215.23758828639984,1831.5
24,2.8,182.2670258283615,1326.5
25,1.4,149.29646337032318,1269.5
26,0.9,136.22539567947388,909.0
27,0.8,131.8406196832657,997.5
28,2.0,181.82337474822998,1630.0
29,1.9,149.53910398483276,744.0
30,2.8,206.2670258283615,1719.5
31,2.0,184.40916121006012,1142.5
32,3.0,250.35028612613678,2148.5
33,3.3,278.5512965917587,1500.5
34,2.3,201.82337474822998,1689.0
35,2.5,187.09545290470123,1447.5
36,2.2,169.78174459934235,1794.5
37,1.9,178.5096664428711,921.0
38,2.1,184.61017167568207,1117.5
39,1.7,164.36753106117249,1088.0
40,2.5,188.16652059555054,1318.0
41,1.9,175.33809351921082,1154.0
42,1.8,180.02438521385193,707.0
43,3.5,253.27921843528748,1737.0
44,3.8,235.13708305358887,2101.0
45,1.1,127.74011445045471,723.0
46,1.7,166.85281229019165,841.0
47,1.9,175.33809351921082,777.0
48,1.6,168.95331752300262,1181.5
49,1.6,123.74011445045471,611.0
50,1.0,97.94112491607666,478.0
51,2.4,142.1248904466629,837.5
52,0.9,93.84061968326569,387.5
53,2.2,138.22539567947388,903.0
54,2.7,230.06601536273956,1549.5
