,height_mm,perimeter,area
0,3.7,244.1076455116272,2182.0
1,3.8,284.9360725879669,3578.0
2,4.3,284.3502861261368,4141.5
3,4.2,316.97770273685455,3952.5
4,5.1,285.76449966430664,2965.0
5,6.3,316.2497808933258,4054.0
6,4.5,338.73506212234497,4833.0
7,3.9,259.62236428260803,3290.0
8,4.6,351.22034335136414,5430.0
9,6.3,371.36247873306274,4479.0
10,5.7,411.78888487815857,4060.0
11,5.3,364.14927566051483,4036.5
12,4.3,304.73506212234497,3428.0
13,3.0,245.9655101299286,2689.0
14,3.2,245.0365778207779,2716.5
15,1.6,216.06601536273956,2503.5
16,1.1,235.13708305358887,2118.0
17,3.3,272.83556735515594,3392.5
18,3.2,289.722869515419,2019.5
19,5.3,277.76449966430664,3352.0
20,4.2,349.9482651948929,2904.5
21,4.9,341.8061298131943,4596.5
22,5.6,362.97770273685455,3617.5
23,4.2,273.1787132024765,2843.5
24,3.9,306.0071402788162,2666.5
25,3.6,264.20815074443817,3637.5
26,2.9,226.6518018245697,2197.0
27,2.7,262.5512965917587,3025.5
28,2.8,234.06601536273956,2628.5
29,4.7,293.52185904979706,3328.5
30,3.6,247.0365778207779,2302.5
31,3.9,247.13708305358887,1701.0
32,5.8,432.81832242012024,4033.0
33,5.5,378.2325359582901,4711.5
34,2.8,263.0365778207779,1578.5
35,3.6,250.69343197345734,1951.5
36,3.4,254.30865597724915,2305.0
37,3.0,242.7939372062683,2581.0
38,2.2,252.1076455116272,1881.0
39,2.2,164.71067690849304,1113.0
40,4.7,243.62236428260803,1825.0
41,1.8,142.46803629398346,813.5
42,3.5,198.30865597724915,1127.0
43,5.1,302.83556735515594,2992.5
