,height_mm,perimeter,area
0,7.5,545.6295045614243,13102.5
1,9.0,629.269113779068,19941.0
2,8.8,519.4873691797256,15614.5
3,9.9,683.6538897752762,18287.5
4,8.7,675.0264731645584,19495.5
5,8.2,683.0264731645584,18606.5
6,10.8,729.6538897752762,22212.5
7,6.9,575.9726504087448,15066.5
8,8.6,702.4823168516159,19869.5
9,8.8,689.168608546257,17882.5
10,9.7,718.2396762371063,19457.0
11,9.1,610.9848430156708,17623.0
12,7.4,526.0142805576324,14379.0
13,5.4,527.7300097942352,12164.0
14,6.5,645.9554054737091,12995.0
15,8.9,665.7543950080872,17227.0
16,8.6,749.5950146913528,18370.5
17,9.0,626.5411919355392,17153.5
18,6.7,565.4284940958023,13335.5
19,6.8,516.0315254926682,13048.5
20,7.3,561.3868639469147,12156.0
21,9.5,666.0559107065201,15725.5
22,7.4,502.17366087436676,11704.5
23,6.0,687.168608546257,14265.5
24,6.9,515.345233798027,11450.5
25,7.6,554.256921172142,13495.5
26,7.1,513.7300097942352,10575.0
