,height_mm,perimeter,area
0,8.7,597.5289993286133,16817.0
1,11.6,703.6538897752762,24110.5
2,10.9,624.2985513210297,20339.0
3,12.7,689.4112491607666,22991.0
4,12.9,727.0092282295227,24387.0
5,13.3,834.6072072982788,22363.0
6,13.3,780.080295920372,27220.5
7,10.8,603.7716399431229,18067.5
8,13.0,768.4234417676926,23826.5
9,12.5,718.6833273172379,21835.5
10,13.2,767.2518688440323,25705.5
11,12.2,650.0559107065201,21710.5
12,7.8,600.0559107065201,17704.5
13,7.7,561.0437180995941,15571.0
14,9.7,680.5828220844269,15899.0
15,13.3,747.4945094585419,21459.0
16,12.0,719.8965303897858,22580.0
17,12.3,651.168608546257,19638.5
18,10.4,617.1269783973694,16122.0
19,7.6,606.3990565538406,16435.5
20,8.5,604.9848430156708,16074.0
21,13.4,716.3818116188049,21057.0
22,9.0,664.6416971683502,15053.0
23,8.9,738.281306385994,18331.5
24,8.6,607.3279888629913,15370.0
25,10.7,598.3990565538406,15616.5
26,9.6,538.7005722522736,13432.0
