,height_mm,perimeter,area
0,5.0,284.4924215078354,3134.5
1,5.9,321.22034335136414,5578.0
2,5.2,332.14927566051483,5499.5
3,6.0,378.57568180561066,5291.5
4,5.4,426.17366087436676,4665.5
5,6.8,344.83556735515594,5638.5
6,6.0,428.81832242012024,7077.0
7,3.5,293.4213538169861,4744.0
8,4.9,435.546244263649,6881.5
9,5.8,376.0904005765915,5997.5
10,7.0,538.8427076339722,5215.0
11,5.2,384.0904005765915,5839.5
12,4.6,377.5634891986847,4624.0
13,4.6,295.1787132024765,4364.5
14,4.4,312.3919162750244,4038.0
15,2.9,263.52185904979706,3629.5
16,2.0,282.1076455116272,3119.0
17,3.6,336.04877042770386,4643.0
18,3.6,308.14927566051483,2823.5
19,5.3,366.2325359582901,4001.5
20,6.0,364.57568180561066,4389.5
21,6.0,406.96045780181885,5528.0
22,6.5,367.8477599620819,5217.0
23,4.9,352.29141104221344,3952.5
24,5.5,333.8061298131943,3836.5
25,4.7,321.5634891986847,5393.0
26,3.2,271.0365778207779,3017.5
27,2.9,358.43354642391205,4480.5
28,2.8,287.90663504600525,3358.0
29,5.6,382.3330411911011,4659.0
30,4.1,282.73506212234497,2843.0
31,3.8,284.30865597724915,2583.0
32,7.0,519.6883796453476,4913.5
33,6.3,539.0853482484818,5779.5
34,4.1,199.33809351921082,1511.0
35,4.8,335.26197350025177,2468.5
36,4.3,290.83556735515594,2848.5
37,4.2,283.52185904979706,3535.5
38,3.0,295.4213538169861,2778.0
39,2.6,218.85281229019165,1560.0
40,4.8,305.4213538169861,2158.0
41,2.3,158.61017167568207,835.5
42,3.9,245.27921843528748,1467.0
43,4.3,348.3919162750244,3658.0
