,height_mm,perimeter,area
0,6.3,426.2325359582901,7726.5
1,8.2,501.1442233324051,12143.5
2,8.6,430.4751765727997,10050.0
3,8.0,594.8843377828598,11666.5
4,6.4,587.2274836301804,11501.5
5,6.9,522.7594473361969,11200.0
6,9.0,633.4701242446899,13967.0
7,5.2,477.6883796453476,9838.5
8,6.6,541.2863587141037,12809.5
9,8.0,568.1147857904434,11207.5
10,7.6,621.8132700920105,12444.0
11,7.9,484.80107748508453,10337.5
12,5.8,417.50461411476135,8123.0
13,4.4,455.88939011096954,7140.5
14,4.9,517.9726504087448,6758.5
15,7.6,490.41630148887634,10748.0
16,7.7,546.457931637764,11972.5
17,8.5,500.5168067216873,10454.5
18,5.5,434.96045780181885,7835.0
19,4.5,447.546244263649,7313.5
20,5.5,408.3330411911011,6909.0
21,7.0,584.7005722522736,10335.0
22,6.3,437.78888487815857,5118.0
23,5.8,474.03152549266815,8441.5
24,5.7,476.6589421033859,6252.5
25,6.7,434.1320307254791,7737.0
26,6.0,437.88939011096954,5694.5
