,height_mm,perimeter,area
0,4.9,333.90663504600525,3771.0
1,3.3,272.69343197345734,2741.5
2,4.6,286.3502861261368,4490.5
3,4.5,303.0782079696655,4768.0
4,5.0,365.1614682674408,4630.0
5,6.1,337.0782079696655,4739.0
6,6.2,383.0193328857422,5794.0
7,4.0,283.1787132024765,4316.5
8,4.8,388.9188276529312,6579.5
9,5.7,358.29141104221344,5344.5
10,7.1,439.5878744125366,4593.0
11,6.2,361.9482651948929,5072.5
12,5.3,325.0365778207779,4353.5
13,4.3,284.69343197345734,3792.5
14,3.9,278.0071402788162,3382.5
15,2.4,234.45079135894775,3204.0
16,1.6,270.1076455116272,2625.0
17,3.4,307.3208485841751,4279.5
18,3.1,305.1787132024765,2329.5
19,5.6,310.14927566051483,3836.5
20,5.3,376.3330411911011,3748.0
21,6.2,385.8477599620819,5406.0
22,6.6,346.43354642391205,4380.5
23,4.7,303.5634891986847,3485.0
24,4.6,290.59292674064636,3472.0
25,5.4,318.83556735515594,4689.5
26,3.1,256.7939372062683,2633.0
27,3.3,293.52185904979706,3674.5
28,3.1,281.76449966430664,3263.0
29,5.5,341.22034335136414,4458.0
30,4.0,272.0071402788162,2684.5
31,5.0,273.37972366809845,2207.5
32,6.9,489.5878744125366,4797.0
33,6.2,439.0609630346298,5309.5
34,4.7,230.16652059555054,1657.0
35,4.8,280.0071402788162,2521.5
36,4.3,277.13708305358887,2745.0
37,3.9,266.9360725879669,3099.0
38,2.8,269.76449966430664,2347.0
39,3.1,232.30865597724915,1464.0
40,5.3,354.14927566051483,2390.5
41,2.3,132.56854152679443,858.0
42,4.7,290.3502861261368,1569.5
43,4.6,334.73506212234497,3550.0
