,height_mm,perimeter,area
0,6.7,477.0020879507065,9763.5
1,8.2,553.4284940958023,15471.5
2,8.6,463.9310202598572,12309.0
3,8.5,653.068103313446,13944.0
4,7.3,615.8132700920105,15062.0
5,7.2,605.7716399431229,14620.5
6,10.0,671.269113779068,17331.0
7,6.1,516.6173119544983,12010.0
8,7.5,604.4995617866516,15845.0
9,7.4,637.1269783973694,14018.0
10,8.4,671.369619011879,15432.5
11,8.7,522.2152910232544,13175.0
12,6.1,466.27416610717773,10506.0
13,4.3,490.03152549266815,9246.5
14,5.9,549.3868639469147,9049.0
15,9.1,556.9432128667831,13208.5
16,8.3,585.4701242446899,15086.0
17,8.6,537.8305150270462,12951.5
18,5.8,481.6883796453476,10131.5
19,5.3,485.0020879507065,9297.5
20,5.8,506.41630148887634,8823.0
21,7.5,647.369619011879,12362.5
22,6.7,494.9015827178955,7538.0
23,5.9,591.0853482484818,10889.5
24,6.6,508.55843687057495,8160.0
25,6.5,469.5878744125366,10215.0
26,6.1,460.2325359582901,7579.5
