,height_mm,perimeter,area
0,9.3,652.6416971683502,20015.0
1,12.6,747.2102386951447,25953.0
2,12.8,661.5706294775009,22421.5
3,13.1,722.2396762371063,25817.0
4,12.8,761.5361396074295,27161.5
5,14.4,864.2051863670349,25965.0
6,14.0,823.4356343746185,30298.0
7,10.8,631.6122596263885,20250.0
8,13.5,804.5655771493912,25056.5
9,13.5,734.0386657714844,23753.0
10,13.1,793.0508583784103,27772.5
11,13.4,690.9259679317474,24541.0
12,9.0,673.369619011879,20002.5
13,9.1,591.0853482484818,16868.5
14,10.2,727.4112491607666,16868.0
15,13.7,797.092488527298,23878.0
16,12.6,768.080295920372,25291.5
17,12.1,728.5239470005035,21940.0
18,10.5,617.7127648591995,18458.5
19,8.6,655.6122596263885,18468.0
20,10.0,624.1391710042953,18401.5
21,14.6,786.3229365348816,24339.0
22,8.9,668.3401814699173,16508.5
23,9.0,755.4528793096542,20360.5
24,8.8,626.2985513210297,17518.0
25,10.6,633.269113779068,17310.0
26,9.8,567.3279888629913,15129.0
