,height_mm,perimeter,area
0,10.6,689.5117543935776,20560.5
1,13.4,770.8670928478241,27181.0
2,13.7,714.3401814699173,24053.5
3,14.3,720.1391710042953,26020.5
4,13.8,785.192993760109,28527.5
5,15.7,872.3473217487335,27005.0
6,14.4,834.6488374471664,31225.5
7,11.7,633.2274836301804,20517.5
8,14.4,811.3523740768433,25876.0
9,13.9,758.281306385994,26244.5
10,14.7,835.8204103708267,30283.5
11,14.5,692.2985513210297,25812.0
12,10.3,689.369619011879,20561.5
13,10.0,590.9432128667831,16842.5
14,11.5,711.269113779068,18250.0
15,14.3,840.3056915998459,25207.5
16,16.1,796.2224313020706,26471.5
17,13.3,880.3056915998459,21730.5
18,11.1,647.9970356225967,18902.5
19,9.8,648.4406867027283,18731.0
20,12.4,684.5828220844269,19130.0
21,16.1,824.8082177639008,27194.0
22,10.5,682.6833273172379,17036.5
23,9.4,736.7665876150131,20969.5
24,9.5,622.1980460882187,17407.5
25,11.4,659.7960251569748,18340.5
26,11.1,617.1269783973694,16610.0
