sample,trait,value,label
plant0,in_bounds,1,none
plant0,area,915.0,pixels
plant0,convex_hull_area,1052.5,pixels
plant0,solidity,0.8693586698337292,none
plant0,perimeter,154.36753106117249,pixels
plant0,width,46,pixels
plant0,height,35,pixels
plant0,longest_path,319,pixels
plant0,center_of_mass,123.8,x
plant0,center_of_mass,124.98688524590163,y
plant0,convex_hull_vertices,19,none
plant0,object_in_frame,1,none
plant0,ellipse_center,123.47608947753906,x
plant0,ellipse_center,124.48995208740234,y
plant0,ellipse_major_axis,42.30231857299805,pixels
plant0,ellipse_minor_axis,28.775022506713867,pixels
plant0,ellipse_angle,108.08943939208984,degrees
plant0,ellipse_eccentricity,0.7330049587521403,none
plant1,in_bounds,1,none
plant1,area,966.0,pixels
plant1,convex_hull_area,981.5,pixels
plant1,solidity,0.9842078451349975,none
plant1,perimeter,122.56854152679443,pixels
plant1,width,36,pixels
plant1,height,38,pixels
plant1,longest_path,275,pixels
plant1,center_of_mass,292.0600414078675,x
plant1,center_of_mass,130.6614906832298,y
plant1,convex_hull_vertices,20,none
plant1,object_in_frame,1,none
plant1,ellipse_center,291.8336486816406,x
plant1,ellipse_center,130.7198486328125,y
plant1,ellipse_major_axis,37.99098587036133,pixels
plant1,ellipse_minor_axis,31.97895050048828,pixels
plant1,ellipse_angle,36.9842529296875,degrees
plant1,ellipse_eccentricity,0.5398659530045472,none
plant2,in_bounds,1,none
plant2,area,1012.0,pixels
plant2,convex_hull_area,999.5,pixels
plant2,solidity,1.0125062531265632,none
plant2,perimeter,125.9827550649643,pixels
plant2,width,41,pixels
plant2,height,33,pixels
plant2,longest_path,303,pixels
plant2,center_of_mass,446.6847826086956,x
plant2,center_of_mass,132.48814229249012,y
plant2,convex_hull_vertices,16,none
plant2,object_in_frame,1,none
plant2,ellipse_center,446.71490478515625,x
plant2,ellipse_center,132.49826049804688,y
plant2,ellipse_major_axis,43.003360748291016,pixels
plant2,ellipse_minor_axis,28.956275939941406,pixels
plant2,ellipse_angle,116.98397064208984,degrees
plant2,ellipse_eccentricity,0.7393246491365613,none
