,plant_id,plant_in_bounds,plant_area,plant_convex_hull_area,plant_solidity,plant_perimeter,plant_width,plant_height,plant_longest_path,plant_center_of_mass,plant_convex_hull_vertices,plant_object_in_frame,plant_ellipse_center,plant_ellipse_major_axis,plant_ellipse_minor_axis,plant_ellipse_angle,plant_ellipse_eccentricity,total_plants,germinated_plants,germination_rate
0,plant0,True,1826.0,2021.5,0.9032896364086075,229.13708305358887,61,48,384,"(94.36035049288061, 151.49945235487405)",23,True,"(93.63282775878906, 151.42105102539062)",55.44927978515625,45.90896224975586,102.45611572265625,0.5608090844213808,55,55,100.0
1,plant1,True,1633.0,1768.5,0.9233813966638394,173.1959581375122,54,45,357,"(266.8438456827924, 150.5003061849357)",20,True,"(266.9305114746094, 150.62429809570312)",52.420345306396484,41.45120620727539,96.03158569335938,0.6121437115894018,55,55,100.0
2,plant2,True,1890.0,2034.5,0.9289751781764561,188.5096664428711,60,50,420,"(425.6910052910053, 154.14920634920634)",18,True,"(425.7835998535156, 154.31802368164062)",58.78970718383789,44.53293228149414,112.09117889404297,0.6528405098388793,55,55,100.0
3,plant3,True,2265.0,2481.0,0.9129383313180169,225.5807341337204,56,66,477,"(585.1456953642385, 152.10242825607065)",23,True,"(584.9688110351562, 152.138427734375)",63.60305404663086,47.08259201049805,149.00631713867188,0.6723242514669951,55,55,100.0
4,plant4,True,2024.0,2259.5,0.8957734011949546,218.99494767189026,53,60,421,"(745.9807312252965, 146.71640316205534)",22,True,"(745.6184692382812, 146.78509521484375)",57.21164321899414,48.49820327758789,2.961855411529541,0.5304789075054892,55,55,100.0
5,plant5,True,2653.0,2883.5,0.9200624241373331,227.9655101299286,61,72,500,"(902.2894836034677, 146.89860535243122)",23,True,"(902.0200805664062, 147.25802612304688)",67.4277572631836,55.593605041503906,7.497110843658447,0.5658745041035451,55,55,100.0
6,plant6,True,2050.0,2142.0,0.9570494864612512,187.82337474822998,47,66,433,"(1061.0, 148.89317073170733)",23,True,"(1060.8870849609375, 149.19915771484375)",62.397953033447266,42.52442932128906,13.354785919189453,0.7318147646909031,55,55,100.0
7,plant7,True,2604.0,2791.5,0.9328318108543794,227.48022890090942,63,65,480,"(1217.63133640553, 146.7058371735791)",22,True,"(1217.9451904296875, 146.40969848632812)",68.72320556640625,54.886138916015625,40.579246520996094,0.6017890196932677,55,55,100.0
8,plant8,True,2652.0,2907.5,0.9121238177128117,242.7939372062683,69,64,515,"(1376.6244343891403, 141.18099547511312)",18,True,"(1376.6337890625, 140.80996704101562)",67.81075286865234,54.2567253112793,55.39508819580078,0.5998402474378547,55,55,100.0
9,plant9,True,2650.0,3334.0,0.7948410317936413,280.59292674064636,80,63,558,"(1547.5018867924528, 134.54679245283018)",18,True,"(1549.3804931640625, 132.9497528076172)",91.88487243652344,43.773834228515625,67.2679214477539,0.8792293636879487,55,55,100.0
10,plant10,True,2450.0,3188.0,0.7685069008782937,305.52185904979706,80,55,544,"(1707.2142857142858, 135.594693877551)",15,True,"(1707.725830078125, 135.3354034423828)",75.45098114013672,47.815555572509766,84.40950012207031,0.7735542632287521,55,55,100.0
11,plant11,True,2938.0,3306.0,0.8886872353297036,261.9655101299286,86,58,597,"(92.27297481279783, 305.07317903335604)",22,True,"(92.24432373046875, 304.92974853515625)",81.92790222167969,48.146446228027344,104.8427734375,0.8091018174604822,55,55,100.0
12,plant12,True,2407.0,2672.0,0.9008233532934131,236.7939372062683,73,59,492,"(266.1973410884919, 307.9954299958454)",22,True,"(266.05242919921875, 308.1605529785156)",69.8325424194336,46.914306640625,115.52049255371094,0.7407221329749477,55,55,100.0
13,plant13,True,3203.0,3758.0,0.8523150612027675,278.1076455116272,80,66,560,"(423.60880424601936, 308.6728067436778)",24,True,"(424.61102294921875, 308.5816955566406)",84.2480697631836,57.88246154785156,115.12075805664062,0.726612103005803,55,55,100.0
14,plant14,True,1192.0,1296.0,0.9197530864197531,146.36753106117249,45,43,328,"(593.0142617449665, 306.9077181208054)",18,True,"(592.4625854492188, 306.926513671875)",42.93721389770508,36.964168548583984,51.8343620300293,0.508793075621984,55,55,100.0
15,plant15,True,1861.0,2026.0,0.918558736426456,187.92387998104095,58,51,420,"(747.9693713057496, 304.99731327243416)",26,True,"(748.7168579101562, 305.48028564453125)",59.723846435546875,42.92738723754883,125.37145233154297,0.6952535036156453,55,55,100.0
16,plant16,True,1182.0,1209.0,0.9776674937965261,139.53910398483276,39,46,286,"(904.4010152284264, 304.8468697123519)",20,True,"(904.58935546875, 305.0472412109375)",46.515872955322266,33.16770935058594,159.4129180908203,0.7011226703308596,55,55,100.0
17,plant17,True,3272.0,3554.0,0.9206527855936972,259.37972366809845,70,74,492,"(1062.1262224938876, 300.2536674816626)",22,True,"(1062.1707763671875, 300.72216796875)",70.30992126464844,65.314453125,164.19638061523438,0.37020336250053437,55,55,100.0
18,plant18,True,1527.0,1643.0,0.9293974437005478,175.68123936653137,53,41,373,"(1209.925343811395, 303.2174197773412)",21,True,"(1210.4991455078125, 302.8786926269531)",52.50341796875,38.689666748046875,74.44300842285156,0.6760038845131536,55,55,100.0
19,plant19,True,2870.0,3147.0,0.9119796631712742,258.3502861261368,75,62,522,"(1376.994425087108, 293.8341463414634)",21,True,"(1376.6104736328125, 293.9004821777344)",68.99519348144531,54.39900588989258,69.593505859375,0.6151035783462491,55,55,100.0
20,plant20,True,3242.0,3828.5,0.8468068434112577,300.0071402788162,89,62,590,"(1541.1332510795805, 297.25601480567553)",25,True,"(1540.3892822265625, 296.9428405761719)",88.05897521972656,53.57549285888672,78.66809844970703,0.793626954132199,55,55,100.0
21,plant21,True,3035.0,3687.5,0.8230508474576271,323.90663504600525,96,54,659,"(1707.3940691927512, 301.6698517298188)",17,True,"(1707.8243408203125, 301.447021484375)",96.30583190917969,44.712615966796875,84.91883850097656,0.8856898705117074,55,55,100.0
22,plant22,True,2818.0,3468.0,0.8125720876585929,292.3502861261368,91,60,638,"(97.7874378992193, 470.87792760823277)",21,True,"(96.93350982666016, 470.06378173828125)",81.96659851074219,51.914249420166016,80.69075012207031,0.773858445709439,55,55,100.0
23,plant23,True,2322.0,2572.0,0.9027993779160186,227.13708305358887,71,55,466,"(266.62704565030145, 470.6731266149871)",20,True,"(266.5997009277344, 471.2383728027344)",66.4933853149414,50.60731506347656,105.98230743408203,0.6486486840325485,55,55,100.0
24,plant24,True,1768.0,1979.5,0.8931548370800707,199.33809351921082,63,45,411,"(434.4095022624434, 466.8585972850679)",20,True,"(434.9128723144531, 466.87640380859375)",61.408634185791016,41.48556137084961,104.97434997558594,0.7372998762461107,55,55,100.0
25,plant25,True,1696.0,1786.5,0.9493422893926672,172.5096664428711,55,50,361,"(598.2806603773585, 466.84787735849056)",20,True,"(598.5060424804688, 466.7589111328125)",53.352027893066406,40.573211669921875,59.25025177001953,0.6493600052504488,55,55,100.0
26,plant26,True,1281.0,1425.5,0.8986320589266924,159.53910398483276,39,47,343,"(753.0772833723653, 465.55893832943013)",17,True,"(752.5494995117188, 465.5347900390625)",46.708316802978516,37.08796310424805,160.58181762695312,0.6078741452945721,55,55,100.0
27,plant27,True,1248.0,1276.5,0.9776733254994124,143.9827550649643,48,35,341,"(908.5905448717949, 465.8661858974359)",19,True,"(908.0687866210938, 465.9910583496094)",49.56433868408203,32.252403259277344,84.51766204833984,0.7593195583027583,55,55,100.0
28,plant28,True,2043.0,2137.5,0.9557894736842105,192.06601536273956,52,56,433,"(1057.4478707782673, 464.0269211943221)",22,True,"(1057.5223388671875, 464.2095642089844)",60.142417907714844,43.60117721557617,38.11921310424805,0.6887851946729292,55,55,100.0
29,plant29,True,1394.0,1786.0,0.780515117581187,236.7939372062683,55,42,406,"(1221.3493543758966, 463.1800573888092)",14,True,"(1221.9774169921875, 462.7366638183594)",55.016998291015625,36.87502670288086,105.3418197631836,0.7421373010738634,55,55,100.0
30,plant30,True,2385.0,2767.0,0.8619443440549331,245.0365778207779,66,52,470,"(1378.7106918238994, 461.1601677148847)",21,True,"(1378.3834228515625, 461.2210693359375)",68.12123107910156,48.4279670715332,86.79705047607422,0.7032844396442518,55,55,100.0
