sample,trait,value,label
plant0,in_bounds,1,none
plant0,area,674.0,pixels
plant0,convex_hull_area,1102.0,pixels
plant0,solidity,0.6116152450090744,none
plant0,perimeter,124.22539567947388,pixels
plant0,width,39,pixels
plant0,height,38,pixels
plant0,longest_path,270,pixels
plant0,center_of_mass,104.67655786350149,x
plant0,center_of_mass,147.38724035608308,y
plant0,convex_hull_vertices,25,none
plant0,object_in_frame,1,none
plant0,ellipse_center,104.02831268310547,x
plant0,ellipse_center,149.7024688720703,y
plant0,ellipse_major_axis,38.31092834472656,pixels
plant0,ellipse_minor_axis,35.98560333251953,pixels
plant0,ellipse_angle,119.0242919921875,degrees
plant0,ellipse_eccentricity,0.3430863391685862,none
plant1,in_bounds,1,none
plant1,area,2110.0,pixels
plant1,convex_hull_area,2379.5,pixels
plant1,solidity,0.8867409119562933,none
plant1,perimeter,231.48022890090942,pixels
plant1,width,60,pixels
plant1,height,55,pixels
plant1,longest_path,444,pixels
plant1,center_of_mass,261.3123222748815,x
plant1,center_of_mass,146.40663507109005,y
plant1,convex_hull_vertices,19,none
plant1,object_in_frame,1,none
plant1,ellipse_center,261.58099365234375,x
plant1,ellipse_center,146.1417999267578,y
plant1,ellipse_major_axis,64.37321472167969,pixels
plant1,ellipse_minor_axis,44.587642669677734,pixels
plant1,ellipse_angle,118.88821411132812,degrees
plant1,ellipse_eccentricity,0.721280786907101,none
plant2,in_bounds,1,none
plant2,area,802.0,pixels
plant2,convex_hull_area,1024.0,pixels
plant2,solidity,0.783203125,none
plant2,perimeter,119.39696860313416,pixels
plant2,width,37,pixels
plant2,height,37,pixels
plant2,longest_path,266,pixels
plant2,center_of_mass,430.81047381546136,x
plant2,center_of_mass,153.17082294264338,y
plant2,convex_hull_vertices,23,none
plant2,object_in_frame,1,none
plant2,ellipse_center,431.0257873535156,x
plant2,ellipse_center,152.99505615234375,y
plant2,ellipse_major_axis,37.13945388793945,pixels
plant2,ellipse_minor_axis,34.42332458496094,pixels
plant2,ellipse_angle,129.86512756347656,degrees
plant2,ellipse_eccentricity,0.375390522737948,none
plant3,in_bounds,1,none
plant3,area,2647.0,pixels
plant3,convex_hull_area,2811.5,pixels
plant3,solidity,0.9414903076649476,none
plant3,perimeter,233.48022890090942,pixels
plant3,width,63,pixels
plant3,height,65,pixels
plant3,longest_path,436,pixels
plant3,center_of_mass,579.608991310918,x
plant3,center_of_mass,146.40347563279184,y
plant3,convex_hull_vertices,25,none
plant3,object_in_frame,1,none
plant3,ellipse_center,579.5711059570312,x
plant3,ellipse_center,145.9689178466797,y
plant3,ellipse_major_axis,61.274322509765625,pixels
plant3,ellipse_minor_axis,57.474910736083984,pixels
plant3,ellipse_angle,136.2992401123047,degrees
plant3,ellipse_eccentricity,0.34665308623053115,none
plant4,in_bounds,1,none
plant4,area,546.0,pixels
plant4,convex_hull_area,957.5,pixels
plant4,solidity,0.5702349869451697,none
plant4,perimeter,114.56854152679443,pixels
plant4,width,35,pixels
plant4,height,36,pixels
plant4,longest_path,257,pixels
plant4,center_of_mass,743.6227106227107,x
plant4,center_of_mass,153.47619047619048,y
plant4,convex_hull_vertices,24,none
plant4,object_in_frame,1,none
plant4,ellipse_center,745.0867919921875,x
plant4,ellipse_center,154.4007110595703,y
plant4,ellipse_major_axis,35.04109191894531,pixels
plant4,ellipse_minor_axis,34.27427291870117,pixels
plant4,ellipse_angle,168.4728240966797,degrees
plant4,ellipse_eccentricity,0.20805758759184872,none
