sample,trait,value,label
plant0,in_bounds,1,none
plant0,area,1202.0,pixels
plant0,convex_hull_area,1400.0,pixels
plant0,solidity,0.8585714285714285,none
plant0,perimeter,218.89444243907928,pixels
plant0,width,50,pixels
plant0,height,40,pixels
plant0,longest_path,347,pixels
plant0,center_of_mass,123.92845257903494,x
plant0,center_of_mass,124.37354409317804,y
plant0,convex_hull_vertices,19,none
plant0,object_in_frame,1,none
plant0,ellipse_center,123.86760711669922,x
plant0,ellipse_center,124.28765869140625,y
plant0,ellipse_major_axis,46.483341217041016,pixels
plant0,ellipse_minor_axis,33.94355773925781,pixels
plant0,ellipse_angle,112.78538513183594,degrees
plant0,ellipse_eccentricity,0.6832007637818711,none
plant1,in_bounds,1,none
plant1,area,1215.0,pixels
plant1,convex_hull_area,1233.0,pixels
plant1,solidity,0.9854014598540146,none
plant1,perimeter,136.71067690849304,pixels
plant1,width,41,pixels
plant1,height,41,pixels
plant1,longest_path,319,pixels
plant1,center_of_mass,292.28065843621397,x
plant1,center_of_mass,130.79753086419754,y
plant1,convex_hull_vertices,24,none
plant1,object_in_frame,1,none
plant1,ellipse_center,292.314453125,x
plant1,ellipse_center,130.95997619628906,y
plant1,ellipse_major_axis,40.54570388793945,pixels
plant1,ellipse_minor_axis,37.816749572753906,pixels
plant1,ellipse_angle,40.97087860107422,degrees
plant1,ellipse_eccentricity,0.3606677419001754,none
plant2,in_bounds,1,none
plant2,area,1252.0,pixels
plant2,convex_hull_area,1271.5,pixels
plant2,solidity,0.9846637829335431,none
plant2,perimeter,152.71067690849304,pixels
plant2,width,46,pixels
plant2,height,38,pixels
plant2,longest_path,340,pixels
plant2,center_of_mass,447.01517571884983,x
plant2,center_of_mass,132.3538338658147,y
plant2,convex_hull_vertices,23,none
plant2,object_in_frame,1,none
plant2,ellipse_center,447.1996765136719,x
plant2,ellipse_center,132.5688934326172,y
plant2,ellipse_major_axis,47.94944763183594,pixels
plant2,ellipse_minor_axis,32.94710922241211,pixels
plant2,ellipse_angle,118.16248321533203,degrees
plant2,ellipse_eccentricity,0.726542274199135,none
plant3,in_bounds,1,none
plant3,area,1244.0,pixels
plant3,convex_hull_area,1271.5,pixels
plant3,solidity,0.9783720015729453,none
plant3,perimeter,141.29646337032318,pixels
plant3,width,49,pixels
plant3,height,37,pixels
plant3,longest_path,341,pixels
plant3,center_of_mass,605.2805466237942,x
plant3,center_of_mass,136.68006430868166,y
plant3,convex_hull_vertices,28,none
plant3,object_in_frame,1,none
plant3,ellipse_center,605.3773803710938,x
plant3,ellipse_center,136.68038940429688,y
plant3,ellipse_major_axis,47.25944900512695,pixels
plant3,ellipse_minor_axis,33.229427337646484,pixels
plant3,ellipse_angle,95.26229858398438,degrees
plant3,ellipse_eccentricity,0.7110636031653734,none
plant4,in_bounds,1,none
plant4,area,1146.0,pixels
plant4,convex_hull_area,1158.0,pixels
plant4,solidity,0.9896373056994818,none
plant4,perimeter,134.22539567947388,pixels
plant4,width,46,pixels
plant4,height,35,pixels
plant4,longest_path,328,pixels
plant4,center_of_mass,760.4284467713787,x
plant4,center_of_mass,141.05061082024432,y
plant4,convex_hull_vertices,19,none
plant4,object_in_frame,1,none
plant4,ellipse_center,760.4347534179688,x
plant4,ellipse_center,141.20144653320312,y
plant4,ellipse_major_axis,44.31404495239258,pixels
plant4,ellipse_minor_axis,33.144325256347656,pixels
plant4,ellipse_angle,102.73412322998047,degrees
plant4,ellipse_eccentricity,0.6637643462703213,none
plant5,in_bounds,1,none
plant5,area,1524.0,pixels
plant5,convex_hull_area,1670.5,pixels
plant5,solidity,0.9123017060760251,none
plant5,perimeter,178.95331752300262,pixels
plant5,width,45,pixels
plant5,height,52,pixels
plant5,longest_path,373,pixels
plant5,center_of_mass,917.6699475065617,x
plant5,center_of_mass,139.91535433070865,y
