sample,trait,value,label
plant0,in_bounds,1,none
plant0,area,1578.0,pixels
plant0,convex_hull_area,1935.0,pixels
plant0,solidity,0.8155038759689922,none
plant0,perimeter,232.20815074443817,pixels
plant0,width,52,pixels
plant0,height,62,pixels
plant0,longest_path,450,pixels
plant0,center_of_mass,117.9233206590621,x
plant0,center_of_mass,118.67490494296578,y
plant0,convex_hull_vertices,19,none
plant0,object_in_frame,1,none
plant0,ellipse_center,117.38420867919922,x
plant0,ellipse_center,116.82564544677734,y
plant0,ellipse_major_axis,62.23759078979492,pixels
plant0,ellipse_minor_axis,37.19904708862305,pixels
plant0,ellipse_angle,147.1104736328125,degrees
plant0,ellipse_eccentricity,0.801724168461631,none
plant1,in_bounds,1,none
plant1,area,1435.0,pixels
plant1,convex_hull_area,1596.0,pixels
plant1,solidity,0.8991228070175439,none
plant1,perimeter,188.61017167568207,pixels
plant1,width,44,pixels
plant1,height,51,pixels
plant1,longest_path,344,pixels
plant1,center_of_mass,286.2118466898955,x
plant1,center_of_mass,127.05993031358885,y
plant1,convex_hull_vertices,20,none
plant1,object_in_frame,1,none
plant1,ellipse_center,285.7675476074219,x
plant1,ellipse_center,126.45777893066406,y
plant1,ellipse_major_axis,47.239253997802734,pixels
plant1,ellipse_minor_axis,40.32529067993164,pixels
plant1,ellipse_angle,155.39830017089844,degrees
plant1,ellipse_eccentricity,0.5208643717731727,none
plant2,in_bounds,1,none
plant2,area,1291.0,pixels
plant2,convex_hull_area,1352.5,pixels
plant2,solidity,0.9545286506469501,none
plant2,perimeter,170.2670258283615,pixels
plant2,width,48,pixels
plant2,height,43,pixels
plant2,longest_path,370,pixels
plant2,center_of_mass,443.998450813323,x
plant2,center_of_mass,130.80325329202168,y
plant2,convex_hull_vertices,23,none
plant2,object_in_frame,1,none
plant2,ellipse_center,443.56622314453125,x
plant2,ellipse_center,130.83358764648438,y
plant2,ellipse_major_axis,50.76688003540039,pixels
plant2,ellipse_minor_axis,33.25537109375,pixels
plant2,ellipse_angle,127.38573455810547,degrees
plant2,ellipse_eccentricity,0.7555765447039154,none
plant3,in_bounds,1,none
plant3,area,1293.0,pixels
plant3,convex_hull_area,1409.0,pixels
plant3,solidity,0.9176721078779276,none
plant3,perimeter,164.02438521385193,pixels
