sample,trait,value,label
plant0,in_bounds,0,none
plant0,area,21197.0,pixels
plant0,convex_hull_area,29814.5,pixels
plant0,solidity,0.7109627865635848,none
plant0,perimeter,2112.1166903972626,pixels
plant0,width,219,pixels
plant0,height,176,pixels
plant0,longest_path,1523,pixels
plant0,center_of_mass,75.59626362221069,x
plant0,center_of_mass,77.28489880643487,y
plant0,convex_hull_vertices,15,none
plant0,object_in_frame,0,none
plant0,ellipse_center,75.53971099853516,x
plant0,ellipse_center,82.17919158935547,y
plant0,ellipse_major_axis,220.51971435546875,pixels
plant0,ellipse_minor_axis,158.607666015625,pixels
plant0,ellipse_angle,81.68126678466797,degrees
plant0,ellipse_eccentricity,0.6947566943843255,none
plant1,in_bounds,1,none
plant1,area,749.0,pixels
plant1,convex_hull_area,955.5,pixels
plant1,solidity,0.7838827838827839,none
plant1,perimeter,186.40916121006012,pixels
plant1,width,33,pixels
plant1,height,38,pixels
plant1,longest_path,266,pixels
plant1,center_of_mass,272.43391188251,x
plant1,center_of_mass,132.0547396528705,y
plant1,convex_hull_vertices,16,none
plant1,object_in_frame,1,none
plant1,ellipse_center,272.36083984375,x
plant1,ellipse_center,131.99266052246094,y
plant1,ellipse_major_axis,35.95600509643555,pixels
plant1,ellipse_minor_axis,29.476688385009766,pixels
plant1,ellipse_angle,170.453369140625,degrees
plant1,ellipse_eccentricity,0.5726517208994523,none
plant2,in_bounds,1,none
plant2,area,532.0,pixels
plant2,convex_hull_area,973.5,pixels
plant2,solidity,0.5464817668207499,none
plant2,perimeter,318.8225736618042,pixels
plant2,width,36,pixels
plant2,height,38,pixels
plant2,longest_path,277,pixels
plant2,center_of_mass,432.7048872180451,x
plant2,center_of_mass,136.00375939849624,y
plant2,convex_hull_vertices,22,none
plant2,object_in_frame,1,none
plant2,ellipse_center,432.15411376953125,x
plant2,ellipse_center,136.38601684570312,y
plant2,ellipse_major_axis,35.30296325683594,pixels
plant2,ellipse_minor_axis,28.212024688720703,pixels
plant2,ellipse_angle,135.51287841796875,degrees
plant2,ellipse_eccentricity,0.6011444069250769,none
plant3,in_bounds,1,none
plant3,area,128.0,pixels
plant3,convex_hull_area,297.5,pixels
plant3,solidity,0.43025210084033616,none
plant3,perimeter,105.15432798862457,pixels
plant3,width,30,pixels
plant3,height,19,pixels
plant3,longest_path,183,pixels
plant3,center_of_mass,594.6171875,x
plant3,center_of_mass,127.4765625,y
plant3,convex_hull_vertices,12,none
plant3,object_in_frame,1,none
plant3,ellipse_center,593.3281860351562,x
plant3,ellipse_center,133.3009033203125,y
