,plant_id,plant_in_bounds,plant_area,plant_convex_hull_area,plant_solidity,plant_perimeter,plant_width,plant_height,plant_longest_path,plant_center_of_mass,plant_convex_hull_vertices,plant_object_in_frame,plant_ellipse_center,plant_ellipse_major_axis,plant_ellipse_minor_axis,plant_ellipse_angle,plant_ellipse_eccentricity,total_plants,germinated_plants,germination_rate
0,plant0,TRUE,3363,3636.5,0.92479032,262.308656,84,55,614,"(110.79720487659827, 112.99197145405887)",23,TRUE,"(110.4067611694336, 112.93905639648438)",83.07772064,53.60573959,97.75258636,0.763973113,55,55,100
1,plant1,TRUE,1846,2001,0.922538731,203.0954529,58,47,407,"(285.02004333694475, 115.87378114842903)",22,TRUE,"(285.0069580078125, 115.83199310302734)",55.19506073,43.6613121,117.5428391,0.611768852,55,55,100
2,plant2,TRUE,1945,2046.5,0.950403127,186.0243852,62,48,403,"(440.80668380462726, 121.21953727506427)",21,TRUE,"(440.8936767578125, 120.71540832519531)",60.68141937,42.92241287,103.5722198,0.706873194,55,55,100
3,plant3,TRUE,1805,1923.5,0.938393553,182.5096664,51,52,342,"(607.8664819944598, 127.3567867036011)",22,TRUE,"(607.8114624023438, 127.06417846679688)",51.69646072,46.45458221,143.3213348,0.438763128,55,55,100
4,plant4,TRUE,1927,1982,0.972250252,177.1959581,58,48,386,"(766.3985469641931, 129.91022314478465)",24,TRUE,"(766.30908203125, 129.93923950195312)",54.82247162,44.32814789,87.9595871,0.588391423,55,55,100
5,plant5,TRUE,1807,1980.5,0.91239586,185.6812394,53,54,380,"(914.2235749861649, 132.35196458218041)",22,TRUE,"(913.6205444335938, 132.91754150390625)",53.12153244,48.91202927,131.7000732,0.390136289,55,55,100
6,plant6,TRUE,1820,1891,0.962453728,177.0538228,52,51,423,"(1069.6956043956045, 132.71593406593408)",19,TRUE,"(1069.418701171875, 133.2431182861328)",60.75197983,40.0318985,39.53607941,0.752195664,55,55,100
7,plant7,TRUE,1961,2336.5,0.839289536,235.0365778,61,63,413,"(1230.8857725650178, 134.46455889852118)",21,TRUE,"(1230.5789794921875, 134.20013427734375)",58.81689072,48.3823204,35.38670349,0.568631635,55,55,100
8,plant8,TRUE,2321,2723,0.852368711,245.4802289,72,59,514,"(1389.6617837139165, 131.87419215855235)",18,TRUE,"(1389.817138671875, 131.99632263183594)",70.44603729,45.58787537,61.45040131,0.76237809,55,55,100
9,plant9,TRUE,2931,3222,0.909683426,252.2081507,86,55,614,"(1548.5820539065166, 135.19037871033777)",20,TRUE,"(1549.01220703125, 134.6664581298828)",82.19512177,48.56288528,80.29652405,0.806800163,55,55,100
